federation_code,first_name,last_name,no,nationality,gender
GRE,Ioannis,Mantekas,138543,,0
GRE,Athanasios,Psarras,138544,,0
GRE,Charalampos,Spiliakos,138545,,0
COL,Juan Diego,Villa,138546,,0
USA,Paige,Weber,138547,,1
USA,Brianne,Barker,138548,,1
POL,Krzysztof,Urbanczyk,138549,,0
PER,Alfredo,Solis,138550,,0
PER,Cesar,Zayers,138551,,0
ARG,Maria Guillermina,Perez Ugidos,138552,,1
COL,Lizeth Pamela,Marroquin,138553,,1
SLO,Jure,Babić,138554,,0
FIV,Amaurys,Maury Castillo,138555,,0
CUB,Yunieski,Ramirez Martinez,138556,,0
CRO,Bojan,Mirkovic,138557,,0
LAT,Ance,Auzina,138558,,1
RWA,bernard,oselu,138559,,0
BOL,Rolando,Ismael Montenegro,138560,,0
CHI,Maria Fernanda,Valenzuela Castillo,138562,,1
CHI,Katherina Paulina,Gomez Badilla,138563,,1
CHI,Leslie,Krebs,138564,,1
CHI,Maria Jesus,Martorell Guerra,138565,,1
FIJ,Alitiana,Dokonivalu,138566,,1
FIJ,Alitia,Yaya,138567,,1
FIJ,Sakiusa,Naivana,138568,,0
FIJ,Inia,Korowale,138569,,0
USA,Brittany,Collins,138570,,1
VEN,Isbel ,Rodrigues,138571,,0
ARG,Juan Manuel,Garabats Bellomo,138572,,0
SAM,Afa,Lauvai,138573,,1
SAM,Toetu,Toetu,138574,,0
SAM,Afa,Lauvai,138575,,0
SAM,Oliva,Mago,138576,,0
SAM,Sapati,Aiono,138577,,1
SAM,Sapati,Aiono,138578,,0
SAM,Gasolo,Sanele Pio,138580,,1
SAM,Samalaulu ,Faavaega,138581,,1
SAM,Samalaulu ,Faavaega,138582,,1
SAM,Samalaulu ,Faavaega,138583,,1
PNG,Manly,Kapa,138584,,0
PNG,Ravu,Mahuru,138585,,0
PNG,Gereana,Kila,138586,,0
ISR,Ovadia,Sidon,138587,,0
PER,Jorge,Sayan,138588,,0
PER,Giorgio,Blanzieri,138589,,0
PER,Roberto,Correa,138590,,0
PER,Henry,Delgado,138591,,0
PER,Miriam,Patiño,138592,,1
PER,Doris,Mendoza,138593,,1
PER,Grecia,Herrada,138594,,1
PER,Alexandra,Machado,138595,,1
GRN,John,Redhead,138596,,0
TPE,Shu-Fen,Wu,138597,,1
GER,Christopher,Kunz,138598,,0
BRA,Idia Mariele,Do Nascimento,138599,,1
BOL,Amalia,Calvo Villarroel,138600,,1
BOL,Maira,Coll Vega,138601,,1
BRA,Drussyla,Andressa Freire Costa,138602,,1
URU,German,Varela Huluk,138603,,1
URU,Carlos,Martin Molina Ruiz,138604,,0
URU,Karenina,Ruth Sena,138605,,1
URU,Natalia,Lorena Perez Pereira,138606,,1
URU,Pablo,Fabián Rodriguez Caltalurda,138607,,0
URU,Walter,Andres Stoll,138608,,1
PAR,Karina ,Raquel Morel Bejareno,138609,,1
ITA,Luciano,Bosco,138610,,0
BRA,Marciano,Braucks,138611,,0
USA,Kathryn,Wilkerson,138612,,1
TUR,Kerem,Yasar,138613,,0
ROU,Ioana Andreea,Andres,138614,,1
KAZ,Anastassiya,Tuktareva,138615,,1
KAZ,Yekaterina,Lassyuta,138616,,1
KAZ,Maxim,Samotoyev,138617,,0
KAZ,Yegor,Dmitriyev,138618,,0
KAZ,Serik,Supagaliyev,138619,,0
BRA,Daniel Dos Santos,Silva,138620,,0
VEN,Vicente,Salasar,138621,,0
CHN,Huang,Chao,138622,,0
CHN,Huang,Bin,138623,,0
BLR,Siarhei,Misiuk,138625,,0
USA,James Avery,Drost,138626,,0
OMA,Badar,Alsubhi,138627,,0
OMA,Ahmed,Alhousni,138628,,0
OMA,Haitham,Alshereiqi,138629,,0
SLO,Rudi,Zupanc,138630,,0
ITA,Sergio,Seregni,138631,,0
KEN,Violet,Akisa,138632,,1
FRA,Flore,Casnabet,138633,,1
USA,Traci,Callahan,138634,,1
FRA,Johann,Uhlrich,138635,,0
ITA,Marco,Sordelli,138637,,0
ITA,Filippo,Cecchini,138638,,0
BRA,Edson,Filipe H. Barros,138639,,0
BRA,Gilmário,Vidal Ferreira,138640,,0
AUS,Crook,Aaron,138641,,0
NOR,Stian,Opsahl,138642,,0
MRI,Gilbert,Richard,138643,,0
MRI,Olivier,Harel,138644,,0
MRI,Charonne,Couronne,138645,,1
MRI,Melody,Mootoosamy,138646,,1
USA,John,Heagy,138648,,0
USA,Tony,Pray,138649,,0
CHN,Zequan,Lu,138650,,0
CHN,Zhiwu,Lin,138651,,0
MRI,Rachel,Christine,138652,,1
MRI,Priscilla,Kelly,138653,,1
POL,Kacper,Kujawiak,138654,,0
POL,Dominik,Kmiecik,138655,,1
POL,Dominik,Kmiecik,138656,,0
POL,Sebastian,Golka,138657,,0
POL,Bartosz,Bernat,138658,,0
POL,Tomasz,Wierzbicki,138659,,0
USA,Stafford,Slick,138660,,0
GUA,Moises Alfonso,Reyes Santos,138661,,0
GUA,Stefany,Bolaños Madriz,138662,,1
MRI,Emmanuel,Laurette,138663,,0
ITA,Andrea,D'Avanzo,138664,,0
ARG,Juan Andres,Ferreyra,138665,,0
ESA,David,Vargas,138666,,0
NCA,Mayorga Arias,David Raúl,138667,,0
NCA,Mendoza Reyes,Swan Valeria,138668,,1
CZE,Martin,David,138669,,0
CZE,Ondrej,Kolder,138670,,0
VEN,Gerardo,Mendez,138671,,0
ESA,Carlos,Escobar,138672,,0
THA,Supattra,Juajan,138673,,1
THA,Prateep,Kambut,138674,,1
FIV,Diaz Carmenate,Yoandry,138676,,0
CUB,Romero Valdes,Inover,138677,,0
ARG,Marcos,Aldazabal,138678,,0
CUB,Yoandry,Diaz Carmenate,138679,,0
CUB,Inover,Romero Valdes,138680,,0
CAN,Taylor,Pischke,138681,,1
RUS,Pavel,Moroz,138682,,0
ITA,Rossini,Salvatore,138683,,0
POL,Andrzej,Wrona,138684,,0
ITA,Salvatore,Rossini,138685,,0
ARG,Guido,Romanutti,138686,,0
PUR,Remy June,Mcbain,138687,,1
JPN,Akira,Koshiya,138688,,0
JPN,Ayumu,Shinoda,138689,,0
JPN,Yuji,Suzuki,138690,,0
JPN,Yuhei,Tsukazaki,138691,,0
JPN,Dai,Tezuka,138692,,0
TPE,Yi Hsuan,Lee,138693,,1
QAT,Nikola,Vasic,138694,,0
FIN,Petteri,Penttinen,138695,,0
FIN,Aleksi,Kaatrasalo,138696,,0
CGO,Abrahys Dallet,Nkouka,138697,,0
CGO,Ngampourou,Ilouoni,138699,,0
FIN,Lauri,Kerminen,138700,,0
FIN,Jouni,Palokangas,138701,,0
FIN,Elviss,Krastins,138702,,0
FIN,Tommi Juhani,Siirilä,138703,,0
PAR,Juan,Mendoza,138704,,0
PAR,Sonia,Riquelme,138705,,1
BOL,Johana,Balderrama Lobo,138706,,1
URU,Andréss,Stoll,138707,,0
CHI,Estefania,Melus,138709,,1
KOR,Min-Ho,Choi,138710,,0
KOR,Kang-Won,Lee,138711,,0
POR,Joao,Coelho,138712,,0
POR,Jose,Gomes,138713,,0
POR,Nuno,Silva,138714,,0
POR,Rui,Moreira,138715,,0
THA,Niphon,Nimnaun,138716,,0
THA,Chirawat,Sondok,138717,,0
JAM,Ryck,Webb,138718,,0
JAM,Gatasheu,Bonner,138719,,0
GRN,Ronnel,Lambert,138720,,0
ITA,Stefania,Sansonna,138721,,1
TTO,Joshua,Mohammed,138722,,1
TTO,Tevin,Joseph,138723,,0
TTO,Joshua,Mohammed,138724,,0
NOR,Jarle,Fornes,138725,,0
ARG,Enrique Gabrielo,Laneri Nievas,138726,,0
COL,Banguero,Wanda,138727,,1
VEN,Gerardo,Mendez,138729,,0
AUS,Martin,Scott,138730,,0
AUS,Joshua,Court,138731,,0
VIE,Do Hong Loan,Huynh,138732,,1
VIE,Do Hong Loan,Huynh,138733,,1
VIE,Thi Minh,Pham,138734,,1
VIE,Thi Thu Ha,Phan,138735,,1
VIE,Thanh Vinh,Nguyen,138736,,0
VIE,Van Thanh,Nguyen,138737,,0
VIE,Duy Thanh,Doan,138738,,0
SRI,Bogahalanda Gnanasagari,Gunasingha,138741,,1
SRI,Yapa Hamillage Sashimal,Malintha Yapa,138742,,0
LAO,Chanthavong,Khamxai,138743,,0
LAO,Khamthalak,Ounaphom,138744,,0
LAO,Phomachanh,Siphone ,138745,,0
MAS,Tan Qee,Han,138746,,0
TTO,Afesha,Olton,138747,,1
CHN,Ni,Yan,138748,,1
CHN,Congcong,Liu,138749,,1
URU,Domingo,Perez,138750,,0
URU,Martin,Molina,138751,,0
CHI,Cristobal,Martinez Bussenis,138752,,0
BRA,Josemari,Alves,138753,,1
BOL,Franchesca Andrea,Canedo Cueto,138754,,1
BOL,Maria Luisa,Ortiz Camacho,138755,,1
COL,Andrea Del Rocio,Valero Beltran,138756,,1
COL,Amarelis Elena,Muñoz Carranza,138757,,1
COL,Claudia Patricia,Polo Jaraba,138758,,1
COL,Edwin Arcesio,Rondon Tafur,138759,,0
COL,Reison Camel,Flores Castro,138760,,0
COL,Yhan,Cuesta,138762,,0
HON,Catarine Lizeth,Leiva Arriola,138763,,1
HON,Katherine Nicole,Milla Hernandez,138764,,1
HON,Lilibet,Romero Palma,138765,,1
HON,Barbara Isabel,Miranda Canales,138766,,1
ROU,Raul Flavius,Oprisor,138767,,0
TUR,Gizem,Guresen,138770,,1
TUR,Gülden,Kayalar Kuzubasioglu,138771,,1
TUR,Gozde,Kirdar Sonsirma,138772,,1
TUR,Gizem,Orge,138773,,1
TUR,Nilay,Ozdemir,138774,,1
TUR,Polen,Unver,138777,,1
TUR,Ozge Nur,Yurtdagulen,138778,,1
TUR,Selime,Ilyasoglu,138779,,1
TUR,Selime,Ilyasoglu,138780,,1
TUR,Neslihan,Darnel,138781,,1
TUR,Eda,Erdem Dündar,138782,,1
TUR,Bahar,Toksoy,138783,,1
FIV,Alena,Rojas Orta,138784,,1
CRC,Bryan,Monge,138785,,0
ARG,Luisina,Yaccuzzi,138786,,1
ARG,Julieta,Puntin,138787,,1
MEX,Fernanda,Banuelos,138788,,1
JPN,Kanako,Hirai,138789,,1
JPN,Ai,Otomo,138790,,1
MEX,Gerardo,Esquivel,138792,,0
ESP,Osveny,Sanchez Cardenas,138793,,0
KOR,Min-Ji,Kim,138794,,1
KOR,Kim,Min-ji,138795,,1
KOR,Min-ji,Kim,138796,,1
KOR,Min-Ji,Kim,138797,,1
KOR,Min-Ji,Kim,138798,,1
GER,Lina,Meyer,138799,,1
TUR,Nihan,Yeldan Guneyligil,138800,,1
JPN,Rika,Nomoto,138801,,1
JPN,Mai,Okumura,138802,,1
JPN,Ayumi,Nakamura,138803,,1
TUR,Ayse Gokcen,Denkel Zop,138805,,1
TUR,Yeliz,Askan Basa,138807,,1
TUR,Ezgi,Dagdelenler,138808,,1
NIG,Adamou Doudou,Djbril,138809,,0
PER,Ruiz,Andreina,138810,,1
PER,Andreina,Ruiz,138811,,1
PER,Miriam,Patiño,138812,,1
FIN,Jyrki,Nurminen,138813,,0
FIN,Pekka,Piippo,138814,,0
PUR,Valeria ,Gonzalez,138815,,1
TUN,Hamza,Nagga,138816,,0
UKR,Oleksii,Kuzmin,138817,,0
UKR,Vitalii,Levchenko,138818,,0
CZE,Michal,Studnicny,138819,,0
POL,Wojciech,Winnik,138820,,0
GRN,Dwayne,John,138821,,0
GRN,Kevin,Baptiste,138822,,0
GRN,Stephen,Laborde,138823,,0
GRN,Darron Christopher,Oxford,138824,,0
GRN,Josh,Noel,138825,,0
POL,Wilk,Dorota,138826,,1
POL,Dorota,Wilk,138827,,1
AHO,Christine,Anthony,138828,,1
AHO,Samira,Luis,138829,,1
AHO,Cristal,Gregorius,138830,,1
AHO,Kionna,Gregorius,138831,,1
BRA,Claudia,Bueno da Silva,138832,,1
SLO,Tamara,Borko,138833,,1
CZE,Martin,Caban,138834,,0
CZE,Jan,Trubak,138835,,0
CZE,Libor,Leikep,138836,,0
ROU,Bogdan Constantin,Bratosin,138837,,0
ROU,Cozaru,Claudio Gabriel,138838,,0
ROU,Cozaru,Claudio Gabriel,138839,,0
JPN,Osamu,Tsuiki,138840,,0
JPN,Kai,Kurokawa,138841,,0
JPN,Saana,Shimizu,138842,,1
JPN,Riha,Nakada,138843,,1
VEN,Derby,Ramirez Ulloa,138845,,0
CZE,Petr,Kovar,138846,,0
DOM,Yonalvy,Acosta Almonte,138847,,0
DOM,Anaury,Burgos,138848,,0
CAN,Jacqueline,Tait,138850,,1
COD,Moninga,Nsapu,138851,,1
LCA,Rudy,Avril,138853,,0
LCA,Caesar,Cohen ,138854,,0
MRI,Marie Nathalie Jacqueline,Letendrie,138855,,1
MRI,Marie Heidy,Bauda,138856,,1
ITA,Hristo,Zlatanov,138857,,0
BRA,Anile Ferraz,Clemente,138858,,1
BRA,Márcio,Tschaffon Gaudie Ley,138859,,0
MEX,Ivonne,Martinez,138860,,1
EUX,Elvin,Henriquez,138861,,0
EUX,Beete,Osandney,138862,,0
EUX,Hook,Shaquille,138863,,0
EUX,Fortin,Emol,138864,,1
EUX,Redan,Lisandro,138865,,0
EUX,Spanner,Russildo,138866,,1
EUX,Spanner,Wayne,138867,,0
EUX,Robins,Alvin,138868,,0
EUX,Harrigan ,Richenel,138869,,0
EUX,Spanner,Garvio,138870,,0
GRN,Andrews Alix,Akim,138871,,0
VIN,Butler,Ijahion,138872,,0
VIN,Questelles,Alkins,138873,,0
VIN,Small,Jahnal,138874,,0
VIN,Woodley,Henchford,138875,,0
USA,Christal,Engle,138876,,1
ROU,Ramona Elena,Tanase,138877,,1
USA,Sarah,Day,138878,,1
USA,Skylar,Del Sol,138879,,0
AUT,Sarah,Falta,138880,,1
AUS,Michael,Ruggiero,138881,,0
NOR,Arrun,Nesarajah,138882,,0
BLR,Yuliya,Kudzialinskaya,138884,,1
BLR,Nina,Rabatsiahava,138885,,1
USA,MacKenzie,Fix,138886,,1
USA,Cristen,Trent,138887,,1
USA,Caitlyn,Jewell,138888,,1
USA,Jordan,Schilling,138889,,1
USA,Jillian,Hadder,138890,,1
MEX,Mario,Gaytan,138891,,0
COL,Charry,Catalina,138894,,1
COL,Montaño,Ivonne,138896,,1
MEX,Mayra,Santacruz,138900,,1
COL,Valeria,Lopez,138901,,1
COL,Oriana,Guerrero,138902,,1
COL,Oriana Mirlena,Guerrero Orozco,138904,,1
COL,Diana,Arrechea,138905,,1
COL,Catalina,Charry,138906,,1
COL,Ivonne,Montaño,138907,,1
COL,Camila,Gomez,138909,,1
COL,Melissa,Rangel,138910,,1
COL,Maria Alejandra,Marin,138911,,1
URU,Cynthia,Schneider,138912,,1
URU,Fortunati,Lia,138913,,1
URU,Egues,Lucia,138914,,1
URU,Serron,Debora,138915,,1
URU,Peixoto,Camila,138916,,1
CHI,Valentina,Guzman,138920,,1
CHI,Magdalena,Bobadilla,138921,,1
CHI,Soledad,Retamal,138922,,1
CHI,Mariana,Mariana,138925,,1
CHI,mariana,salinas,138926,,1
THA,Jirapron,Kaewjanta,138927,,1
THA,Saowaros,Tangkaeo,138929,,1
IVB,Jamie,Farley,138930,,1
HON,Wilmer,Toro,138931,,0
PUR,Roberto,Rodriguez,138932,,0
BLR,Anastasiya,Kazachenka,138933,,1
BLR,Darya,Plysheuskaya,138934,,1
GUI,Cisse,Oumar,138937,,0
GUI,Kante,Nene Amie,138938,,1
NZL,Alice,Bain,138939,,1
NZL,Beniece,Douch,138940,,1
NZL,Melissa,MacDonald,138941,,1
NZL,Zoe,Cronin,138942,,1
BEL,Jef,Vleugels,138943,,0
BEL,Toon,Druyts,138944,,0
BEL,Witse,Vanlommel,138945,,0
BEL,Leen,van Grinsven,138946,,1
BEL,Elise,Van Hoof,138947,,1
BLR,Yana,Shchanouskaya,138948,,1
BLR,Volha,Lazitskaya,138949,,1
BEL,Maarten,Van Dyck,138950,,0
SVK,Tamara,Kuffova,138951,,1
SVK,Lenka,Oveckova,138952,,1
RUS,Victoriia,Chaplina,138953,,1
GUI,Bangoura,Mamidy,138954,,1
GUI,Keita,Habibatou,138955,,1
NZL,Liam,Matheson,138957,,0
NZL,Bradley,Fuller,138958,,0
NZL,Daryl,Lewis,138959,,0
NZL,James,Gilling,138960,,0
VEN,Elena,Berroteran,138961,,1
THA,Taravadee,Naraphornrapat,138962,,1
IND,Singh,Sube,138963,,0
IND,Kiran ,Philip,138964,,0
IND,V,Manu,138965,,0
IND,T,Azeez,138967,,0
IND,Singh,Navjit,138968,,0
ITA,Davide,Uberti,138969,,0
ITA,Angelo Maria,Mantegazza,138970,,0
CHN,Lingdi,Zhu,138971,,1
SVK,Michaela,Majzunova,138972,,1
COL,Juan Camilo,Ambuila,138973,,0
CHI,Mombreg,Joaquin,138974,,0
AUT,Tanja,Diechtler,138975,,1
ISV,Merissa,Murphy,138976,,1
ISV,Keveena,Wattley,138977,,1
ISV,Keveesha,Wattley,138978,,1
ISV,Caitlin,Dowd,138979,,1
ISV,Valissia,Panthier,138980,,1
ISV,Elisa,Sanchez-St. Rose,138981,,1
ISV,Nysha,Lyndo,138982,,1
ISV,Melissa,Schjang-Simmonds,138983,,1
ISV,Danielle,Christian,138984,,1
ISV,Khrysta,Peter,138985,,1
FRA,Adèle,Bardouillet,138986,,1
FRA,Fanny,Menissier,138987,,1
DEN,Martin,Olesen,138988,,0
INA,Astri,Veizathi,138989,,1
AUT,Eva,Fleig,138991,,1
AUT,Julia,Frühbauer,138992,,1
CRO,Krunoslav,Ravnjak,138993,,0
CRO,Tomislav,Mudrovcic,138994,,0
QAT,Sultan,Asif,138996,,0
QAT,Albeshri,Mohammed,138998,,0
QAT,Al Sheeb,Ismaeel,138999,,0
PAK,Khan,Muneer,139000,,0
PAK,Sultan,Imran,139001,,0
PAK,Tahir,Muhammad Waseem,139002,,0
PAK,Raza,Mubashir,139003,,0
PAK,Raza,Mubashir,139004,,0
PAK,Khan,Aimal,139005,,0
PAK,Nadeem,Asif,139006,,0
PAK,Binyamin,Binyamin,139007,,0
PAK,Sharif,Aamir,139008,,0
PAK,Yasin,Muhammad,139009,,0
PAK,Usman,Muhammad,139010,,0
PAK,Jan,Naeem,139011,,0
PAK,Wasit,Muhammad,139012,,0
PAK,Muhammad ,Wasit,139013,,0
CZE,Filip,Habr,139014,,0
CZE,Jakub,Janouch,139015,,0
CZE,Vaclav,Kopacek,139017,,0
CZE,Michal,Krisko,139018,,0
CZE,Jan,Kuliha,139019,,0
BLR,Anton,Sinhayeuski,139024,,0
IRI,Peyman,Karimi,139025,,0
IRI,Yashar,Shahini,139026,,0
IRI,Saeed,Mostafavand,139027,,0
IRI,Mohammadreza,Soleimani,139028,,0
IRI,Mohammadhassan,Senobari,139029,,0
ISV,Anthony,Pippen,139030,,0
CZE,Lubos,Bartunek,139031,,0
CZE,Adam,Bartos,139032,,0
SUI,Andreas,Catschegn,139033,,0
SUI,Buehler,Raffael,139034,,1
SUI,Raffael,Buehler,139035,,0
NIG,Taleb,Ibrahim Boubacar,139036,,0
NIG,Sanoussi ,Assoumane,139037,,0
NIG,Roukeya,Insa Garanke,139038,,1
NIG,Samira,Abdou Hamadou,139039,,1
NIG,Abdoul Madjid,Adamou Zibo,139040,,0
NIG,Aboubakar,Issoufou,139041,,0
NIG,Abdoul Madjid,Adamou Zibo,139042,,0
NIG,Roukeya,Insa Garanke,139043,,1
CRC,Valeria,Valenciano Gonzalez,139044,,1
CRC,Francine,Morales Bolaños,139045,,1
CRC,Josue,Flores Garita,139047,,0
AUS,Jessyka,Ngauamo,139049,,1
AUS,Alexander,Mcmullin,139051,,0
AUS,Malachi,Murch,139052,,0
AUS,Samuel,Walker,139053,,0
ESA,Daniel,Martin,139054,,0
ESA,Franklin Orlando,Flores Giron,139055,,0
ESA,Mauricio,Rivas,139056,,0
ESA,Jairo,Herrera,139057,,0
HON,Miguel,Carias Estrada,139058,,0
HON,Jean Pierre,Miralda Nasser,139059,,0
HON,Maynor Jossue,Casasola Robles,139060,,1
HON,Wilmer,Toro Madrid,139061,,0
HON,Francisco,Guevara Lopez,139062,,0
HON,Marvin Andres,Ulloa Molina,139063,,0
HON,Maynor Jossue,Casasola Robles,139064,,0
IND,Abraham,Minimol,139065,,1
IND,V,Sowmya,139066,,1
ROU,Catalin Alexandru,Miron,139067,,0
HON,Jose Mario,Membreño Valladares,139068,,0
ARG,Facundo,Funes,139069,,0
ARG,Samuel,De Elorza,139070,,0
TCI,Sabuton,John,139071,,0
TCI,Lancelot,Gordon,139072,,0
TCI,Leonard,Suckrajh,139073,,0
TCI,Craig,Anglin,139074,,0
TCI,James,Cuero,139075,,0
TCI,Daniel,Clayton,139076,,0
TCI,Verwyn,Jervis,139077,,0
TCI,Putu,Aryanto,139078,,0
TCI,Isaiah,Gardiner,139079,,0
DMA,Kairann,George,139080,,0
DMA,Herskel,Gregoire,139082,,0
DMA,Presley,Telemaque,139083,,0
BRA,Iago ,Christianes de Oliveira ,139084,,0
BRA,Leonardo ,Renaux Morais,139085,,0
BRA,Eduarda,Santos Lisboa,139087,,1
BAH,Je'nae,Greene,139088,,1
BAH,Kendra,Dawkins,139089,,1
BAH,Brittany,Bonamy,139090,,1
BAH,Byron,Ferguson,139092,,0
BAH,Prince'Tanique,Wilson,139094,,0
DMA,Zahidu,Henry,139095,,1
DMA,Karleen,Beaupierre,139096,,1
BAH,Kelsie,Johnson,139101,,1
BAH,Shantia,Simon,139104,,1
BAH,Melinda,Bastian,139105,,1
BAH,Jannelle,Curtis,139106,,1
BEL,Stef,Engels,139107,,0
BEL,Benjamin,Vande Casteele,139108,,0
ISV,Merissa,Murphy,139109,,1
ISV,Juliseea,Thomas,139110,,1
ISV,Keveena,Wattley,139111,,1
ISV,Keveesha,Wattley,139112,,1
ISV,Sanchez,Elisa,139113,,1
ISV,Elisa,Sanchez,139114,,1
ISV,Juliseea,Thomas,139115,,1
ISV,Keveena,Wattley,139116,,1
ISV,Keveesha,Wattley,139117,,1
BAH,Romell,Lightbourn,139119,,0
UKR,Viktoriya,Farinyuk,139120,,1
RUS,Nadezda,Makroguzova,139121,,1
ISV,Juliseaa,Thomas,139122,,1
ISV,Keveena,Wattley,139123,,1
ISV,Elisa,Sanchez,139124,,1
ESP,Pablo,Lorenzo Martínez,139126,,0
RUS,Daria,Myshonkova,139127,,1
DMA,Deon ,Vidal,139128,,0
SKN,Everson,Browne,139129,,0
IND,Maheswari,Jayaraman,139130,,1
AGU,Nzingha,Banks,139131,,1
UKR,Petrenko,Anton,139132,,0
AGU,Bridgette,Hughes,139133,,1
AGU,shari ,Richardson,139134,,1
AGU,Susan,Webster,139135,,1
AGU,Colleen,Johnson,139136,,1
CAN,Amber,Brown,139137,,1
BAH,Muller,Petit,139138,,0
IVB,Canice,Marquis,139139,,0
IVB,Canice,Marquis,139140,,0
IVB,Louis,Callwood,139141,,0
IVB,Andre,Brahtwait,139142,,0
IVB,Travis,Jack,139143,,0
BEL,Bart,Janssen,139144,,0
POR,Fabricio,Barros,139145,,0
LCA,Jamilla,Lansiquot,139146,,1
LCA,Utillia,Prospere,139147,,1
LCA,Kashima,Noel,139148,,1
AGU,Dorla,Hodge,139149,,1
AGU,Dallen,Connor,139151,,0
CUR,Judeska,Francisca,139153,,1
CUR,Kionna,Gregorius,139154,,1
CUR,Joanisse,lourens,139155,,1
CUR,Naëmi,Monte,139156,,1
CUR,Christine,Anthony,139157,,1
CUR,Sonela,Philips,139158,,1
CUR,Cristal,Gregorius,139159,,1
CUR,Neysa,Hooi,139160,,1
CUR,Ghislaine,St.Hilaire,139161,,1
CUR,Geraldine,Gregorius,139162,,1
BAH,Latondrya,Brown,139163,,1
MQE,Stephanie,Trefle,139164,,1
MQE,Tanya,Villeronce,139165,,1
RUS,Igor,Velichko,139166,,0
GRE,Ioannis,Kavaratzis,139167,,0
GRE,Grigorios,Kontostathis,139168,,0
IVB,Henrietta,Alexander,139169,,1
LTU,Vilte,Bogdanovic,139170,,1
LTU,Ieva,Gasyte,139171,,1
GER,Michael,Andrei,139172,,0
AGU,Toniquehwah,Ruan,139173,,1
AGU,Javier,Richardson,139174,,0
AGU,Shephan,Richardson,139175,,0
AGU,Derron,Mitchell,139177,,0
AGU,Corrin,Fleming,139178,,0
AGU,Kyle,Hodge,139179,,0
SKN,Calder,Warner,139180,,0
AGU,Trevor,Queeley,139181,,0
AGU,Cordane,Richardson,139182,,0
AGU,Shaquile,Samuel,139183,,0
AGU,Auran,Hodge,139185,,0
AGU,Jerry,Richardson,139186,,1
EUX,Teena,Lopes,139187,,1
AGU,Akil,Gumbs,139188,,0
EUX,Cleopatra ,Spanner,139189,,1
EUX,Amarikinia ,Robins,139190,,1
EUX,Myrna,Rivers,139191,,1
EUX,Germaine,Zimmerman,139192,,1
EUX,Minushka,Woodley,139193,,1
AGU,Isabel,Rosario,139194,,1
AGU,garell,Davis,139195,,1
AGU,Ricardo,Gumbs,139196,,0
AGU,Richardson,Jerry,139197,,0
GUA,Maria Andrea,Orellana Aragon,139198,,1
ENG,Savanah,Leaf,139199,,1
IVB,Amadona,Creese,139201,,1
IVB,Tyalia,Nibbs,139202,,1
IVB,Sabinah,Clement,139203,,1
CYP,Vladimir,Knezevic,139204,,0
IVB,Sharonda,Pickering,139205,,1
IVB,Debbie,Dagou,139206,,1
EUX,Shirley,Schmidt,139207,,1
EUX,Jacknerlies,Jennie,139208,,1
EUX,Janella,Richards,139209,,1
EUX,Suyne,Robins,139210,,1
ISV,Carlos,Rosa,139211,,0
ISV,Jahkeibo,Joseph,139212,,0
ISV,Jordon,Evans,139213,,0
ISV,Kenan,Massicott,139214,,0
ISV,Lakish,Plante,139215,,0
ISV,Nayib,Gonzalez,139216,,0
ISV,Ajai,Sweeney,139217,,0
ISV,Tahir,Williams,139218,,0
ISV,Senuah,Benjamin,139219,,0
ISV,Turrell,Thomas,139220,,0
ISV,Aseah,Thomas,139221,,0
ISV,J'vaughn,Walwyn,139222,,0
ISV,Jamari,Venzen,139223,,0
ISV,Elijah,Felix,139224,,0
ISV,Romani,Hansen,139225,,0
ISV,Chandler,Blaschka,139226,,0
ISV,Dekwani,Norford,139227,,0
ISV,Luis,Solimon,139228,,0
ISV,Stephaun,Adams,139229,,0
ISV,Razeem,Huggins,139230,,0
ISV,Jose,Santos,139231,,0
ISV,Edward,Peter,139232,,0
ISV,Jamal,James,139233,,0
ISV,Athneil,Thomas Jr.,139234,,0
SRB,Dejan,Blagojevic,139235,,0
SRB,Miljan,Kikovic,139236,,0
SRB,Aleksandar,Ivkovic,139237,,0
MTS,Keenan,Cassell ,139238,,0
MTS,CLifford,Joseph,139239,,0
MTS,stedmund,O'Garro,139240,,0
MTS,Shakar,Sobers,139241,,0
FIN,Antti,Ropponen,139242,,0
FIN,Mika,Mäntylä,139243,,0
RUS,Nikita,Perebeinos,139244,,0
RUS,Vladislav,Danilov,139245,,0
GUA,Maria Fernanda,Flores,139246,,1
ANT,Ann-Marie,Browne,139248,,1
ANT,Naheemah,Wilson,139249,,1
GRN,Subrina,Sylvester,139251,,1
NCA,Henry Alejandro,Hernández Briceño,139252,,0
USA,Riley,Mallon,139253,,0
USA,Torey,Defalco,139254,,0
USA,Kamila,Tan,139255,,1
USA,Nicolette,Martin,139256,,1
USA,Orenic,Christopher,139257,,0
USA,Christopher,Orenic,139258,,0
GRN,Janelle,Collins,139259,,1
GRN,Laurel,Lewis,139260,,1
GRN,Thornia,Mitchell,139261,,1
GRN,Jomelar,Billy,139262,,1
CAN,Liam ,Kopp,139264,,0
CAN,William,Hoey,139265,,0
CAN,Tiadora,Miric,139266,,1
CAN,Alexandra,Woolley,139267,,1
CAN,Julie,Longman,139269,,1
CAN,Sophie,Bukovec,139270,,1
NIG,Ramatou,Hassane Moumouni,139271,,1
NIG,Rakiatou,Moussa Aboubacar,139272,,1
VIN,Junette,Young,139273,,1
