federation_code,first_name,last_name,no,nationality,gender
BEL,Nicolas,Nijs,175949,,0
GRE,Maria,Evgeniou,175950,,1
USA,Makenna,Zielske,175951,,1
SVK,Viliam,Adamek,175952,,0
USA,Vanessa,Marques,175953,,1
TUR,Ecemnur,Perçem,175954,,1
USA,Emily,Jones,175955,,1
ESP,Valentina,Bas Pérez,175956,,1
ITA,Andrea,Beltrando,175957,,1
ITA,Miriam,Iachemet,175958,,1
ITA,Benedetta,Lucidi,175959,,1
VIE,Thi Bich Tuyen,Nguyen,175960,,1
ITA,Elisa,Ghiringhelli,175961,,1
ESP,Maria,Revilla Besora,175962,,1
POL,Adrian,Kacperkiewicz,175963,,0
CAN,Janice Heather,Burns,175964,,1
TUR,Aksel Kaan,Öz,175965,,0
GER,Moritz Alexander,Sorg,175966,,0
TUR,Ertan,Türker,175967,,0
TUR,Berke Karadaş,Cem,175968,,0
TUR,Tarık,Gül,175969,,0
TUR,Batuhan Cengiz,Atalay,175970,,0
TUR,Kemal,Kahya,175971,,0
TUR,Yağmur,Seferbay,175972,,1
COL,Matias,Ocampo Ulloa,175973,,0
SRB,Isidora,Ubavic,175974,,1
GUA,Davy Hans Gerardo Antonio,Mejía García,175975,,0
USA,Celia,Rooney,175976,,1
PER,Amanda,Legario Gomez,175977,,1
PER,Ximena,Ingaruca Velazco,175978,,1
PER,Camila,Pizango Hinojosa,175979,,1
PER,Camila,Chacón Galvez,175980,,1
PER,Miyuki,Guibo Amaya,175981,,1
PER,Maria,Cisneros Salas,175982,,1
PER,Angela,Niquen Rojas,175983,,1
PER,Camila,Celi Cañedo,175984,,1
PER,Alessia,Ugarte Huayhuas,175985,,1
PER,Ariana,Calderon Rios,175986,,1
PER,Xiomara,Lozano Rios,175987,,1
PER,Maria Fernanda,Denegri Salinas,175988,,1
PER,Gianet Del Milagro,Soto Maldonado,175989,,1
PER,Rossana,Mesones Florian,175990,,1
PER,Katherine,Vela Sierra,175991,,1
PER,Maria Paz,Abregu Magallanes,175992,,1
PER,Elizabeth,Bolivar Gonzales,175993,,1
IND,Veeshu,Kumar,175994,,0
ROU,Diana Ioana,Macovei,175995,,1
AUT,Alexander,Spring,175996,,0
NED,Sjoerd,Verbeek,175997,,0
SRB,Duska,Zdjelar,175998,,1
BUL,Blagovest,Stanoev,175999,,0
GER,Levin,Gust,176000,,0
BLR,Viktoryia,Atapovich,176001,,1
TUR,Selina,Canoğlu,176002,,1
TUR,Saraykoylu,Sude,176003,,1
ITA,Beatrice,Andreolli,176004,,1
ITA,Kathrin,Mair,176005,,1
ITA,Sofia,Magnaghi,176006,,1
ITA,Alessia,Tagliabue,176007,,1
FRA,Alexandre,Pelut,176008,,0
USA,Sanil,Thomas,176009,,0
BRA,Luisa Lilian,de Lima,176010,,1
BRA,Renato,Marcon Casagrande,176011,,0
SUD,Omer Ibrahim Hassan,Abuzaid,176012,,0
BIH,Ivo,Ivić,176013,,0
MAS,WONG,JING HUEI,176014,,0
AUT,Laura,Wasserfaller,176015,,1
AUT,Laura,Wessely,176016,,1
AUT,Sandra,Wipfler,176017,,1
GER,Benjamin,Lagemann,176018,,0
GER,Marc Michael,Oeller,176019,,0
GER,Karolin,Freiin von Wechmar,176020,,1
FRA,Titouan,Feougier,176021,,0
POL,Gabriela,Mazur,176022,,1
LAT,Jēkabs,Gruduls,176023,,0
FRA,Fanny,Riblet,176024,,1
ROU,Mariana Florentina,Popescu,176025,,1
TUR,Beyza,Bayarslan,176026,,1
ITA,Giorgia,Faraone,176027,,1
ITA,Arianna,Costa,176028,,1
POL,Paulina,Wypych,176029,,1
LAT,Lauris,Larionovs,176030,,0
POL,Maciej,Krysiak,176031,,0
BEL,Adrien,Mouton,176032,,0
USA,Kendra,Zwart,176033,,1
ANT,Tyke,Hawkins,176034,,1
TUR,Sinem,Yıldırım,176035,,1
TUR,Melisa,Çalık,176036,,1
CAN,Lyndon Darren,Varga,176037,,0
MKD,Ana,Fasuleva,176038,,1
USA,Louis,Hedlund,176039,,0
USA,August,Raskie,176040,,1
CAN,Nikala Quinn,Majewski,176041,,1
USA,Brittany,Welsh,176042,,1
USA,Avery,Aylsworth,176043,,0
SLO,Rosa,Brenčič,176044,,1
SVK,Silvia,Sevcikova,176045,,1
POL,Michal,Godlewski,176046,,0
FRA,Benjamin,Torineau,176047,,0
FRA,Jonathan,Ponsart,176048,,0
CRO,Lea,Boban,176049,,1
IND,Himanshu,Gahlot,176050,,0
GRE,Charis,Loizidis,176051,,0
UKR,Kyrylo,Lykhodid,176052,,1
ROU,Valentina Gabriela,Patrascanu,176053,,1
TTO,Jordana,Simon,176054,,1
BUL,Nikolay,Mironov,176055,,0
ITA,Ignacio Regulo,Martinez,176056,,0
ITA,Nicole,Christillin,176057,,1
ITA,Eva,Pascoletti,176058,,1
GER,Tonja,Horlohe,176059,,1
USA,Haddie,Holman Jones,176060,,1
SRB,Milica,Sorak,176061,,1
USA,Max,Chamberlain,176062,,0
USA,Mia,Merino,176063,,1
GUA,Leonardo David,Molina Zapeta,176064,,1
GUA,Leonardo David,Molina Zapeta,176065,,0
VEN,FREDDY GUSTAVO,ERROTERA CALIFAO,176066,,0
VEN,FREDDY GUSTAVO,BERROTERA CALIFAO,176067,,0
VEN,FREDDY GUSTAVO,BERROTERA CALIFAO,176068,,0
VEN,FREDDY GUSTAVO,BERROTERAN CALIFANO,176069,,0
RUS,Shokurova,Alina,176070,,1
FRA,Laetitia,Jonot,176071,,1
BLR,Yuliya,Fedarovich,176072,,1
GER,Andrej,Gessel,176073,,0
KOS,Dardan,Bajraktari,176074,,0
VEN,FREDDY GUSTAVO,BERROTERAN CALIFANO,176075,,0
ITA,Gianluca,Pierotti,176076,,0
ITA,Pamela,Ferrari,176077,,1
NOR,Edvart,Aasen,176078,,0
ITA,Carlotta,Regnani,176079,,1
CRO,Ivan,Tomić,176080,,0
GER,Jan,Schulz-Weiling,176081,,0
BRA,Vanessa Thais,de Oliveira Silva,176082,,1
PUR,Fabiola,Padilla Rios,176083,,1
ENG,Paul,Burkholder,176084,,0
CAN,Braydon Darryl,Nault,176085,,0
SCO,Sam,Grant,176086,,0
SCO,Ewan,Ramsay,176087,,0
SCO,Eva,Blair,176088,,1
TUR,Hasan,Yesılbudak,176089,,0
TUR,Furkan,Aydin,176090,,0
TUR,Berkün Eber,Üstündağ,176091,,0
TUR,Mustafa Selcuk,Uyar,176092,,0
TUR,Riza Cem,Akgun,176093,,0
GRE,Maria,Voltsi,176094,,1
FRA,Oceane,Phelut,176095,,1
FRA,Camille,Lenoir,176096,,1
FRA,Aboubacar,Nadhir,176097,,0
FRA,Rokiatou,Camara,176098,,1
NED,Nicole,Groot Zevert,176099,,1
HUN,Eszter Dóra,Rohodi,176100,,1
ITA,Kristin,Egger,176101,,1
SRB,Aleksa,Polomac,176102,,0
HUN,Lelle,Kirnyán,176103,,1
ITA,Anastasia,Inserra,176104,,1
SUI,Asia,Grigoletto,176105,,1
UKR,Khrystyna,Zablotska,176106,,1
SRB,Milivoje,Coric,176107,,0
UKR,Karyna,Zablotska,176108,,1
SRB,Iva,Zaric,176109,,1
SRB,Natalija,Zukovic,176110,,1
SRB,Mia,Jovanovic,176111,,1
SRB,Ivona,Zivkovic,176112,,1
NED,Sjoerd,Visser,176113,,0
MAR,Mohamed,Azzaoui,176114,,0
BLR,Aliaksandr,Navaletau,176115,,0
SVK,Kristina,Vysna,176116,,1
FAR,Anna,Larsen,176117,,1
GER,Elisabeth,Pauker,176118,,1
GER,Manuel Jan,Schiller,176119,,0
BRA,Adriana,Domene Barbosa Lima,176120,,1
FRA,Camille,Lenoir,176121,,1
USA,Kiana,Moore,176122,,1
CAN,Veronica,Derylo,176123,,1
GUA,Adrian Javier,Leal Rubio,176124,,0
NCA,John William,Morales Perez,176125,,0
BRA,Filipe,Rodrigues,176126,,0
PHI,Ghileen,Labrador,176127,,1
TUR,Sinan Ergun,Mutlu,176128,,0
ITA,Chiara,Salce,176129,,1
KOS,Blerina,Berisha,176132,,1
ITA,Giorgia,Faraoni,176133,,1
ARG,Agostina,Borgialli,176134,,1
ITA,Giulia,Corn,176135,,1
USA,Abby,Becker,176136,,1
UKR,Kateryna,Filipova,176138,,1
BRA,Renan,Amorim Claro Gomes,176139,,0
GRE,Eleni,Bliatsiou,176140,,1
GRE,Eirini,Zymaraki,176141,,1
ARG,Tomas,Gallo,176142,,0
BON,Luiyi E.,Morales Monsalve,176143,,0
FAR,Rakul,Dalsgaard-Jakobsen,176144,,1
USA,Alexander,Jimenez,176145,,0
NCA,Jean Carlos,Mendoza Bustos,176146,,0
NCA,Bayardo David,Garcia Borje,176147,,0
NCA,Victor Ariel,Cruz Alvarez,176148,,0
VEN,LA TORRE FREITEZ,CESAR AUGUSTO,176149,,0
BON,Davidlee L.H.,Winklaar,176150,,0
CHN,Yi,Rong,176151,,1
SAM,Isaac,Risale,176152,,0
NED,Emma,Blankwater,176153,,1
GER,Laura,Funk,176154,,1
ESP,Marta,Rubies Bedos,176155,,1
ITA,Massimo,Pistoia,176156,,0
ITA,Giacomo,Fiorillo,176157,,0
ITA,Sara,Smareglia,176158,,1
BEL,Wannes,Van Alboom,176159,,0
BEL,Eliot,De Vleeschhauwer,176160,,0
BEL,Noor,Debouck,176161,,1
BEL,Annelore,Engels,176162,,1
BEL,Fien ,Hofman,176163,,1
BEL,Romane,Neufkens,176164,,1
BEL,Kobe,Verwimp,176165,,0
BEL,Lore,Vinck,176166,,1
BEL,Simen,Crabbé,176167,,0
BEL,Dorine,Declat,176168,,1
BEL,Louise,Gazeau,176169,,1
BEL,Wietse,Van Aken,176170,,0
BEL,Fien ,Verhoeven,176171,,1
BEL,Ferre,Reggers,176172,,0
GER,Marcel Fabian,Diekmann,176173,,0
ISR,Alen,Petreaev,176174,,0
ISR,Yahli,Ashush,176175,,1
ITA,Franciszek Robert,Kudel,176176,,0
AUT,Matthias,Gersin,176177,,0
AUT,Stefan,Schoßwohl,176178,,0
SRB,Ivana,Stajkovic,176179,,1
AUT,Vedran,Isajlovic,176180,,0
AUT,Lisa-Christina,Schmerlaib,176181,,1
AUT,Melanie,Lechner,176182,,1
AUT,Bernadette,Prassl,176183,,1
AUT,Katharina,Huna,176184,,1
AUT,Sabine,Steindl,176185,,1
AUT,Lisa,Wolf,176186,,1
AUT,Agnes,Wagner,176187,,1
AUT,Sonja,Kaimberger,176188,,1
SUI,Jean,Baguet,176189,,0
MAR,Salah Eddine,En-Nakhai,176190,,0
MAR,Nabil,Chane,176191,,0
SRB,Luka,Scitaroci-Obad,176192,,0
SRB,Milica,Radisic,176193,,1
MLI,Mody,Kouma,176194,,0
RUS,ALexander,Zlobin,176196,,0
SUI,Timm,Bütikofer,176197,,0
CAN,Ahnika Morgan Kaylyn,Kuse,176198,,1
UKR,Anastasiia,Petrychenko,176199,,1
BRA,Felipe Leonardo,Teixeira Gomes,176200,,0
CAN,Savanah Tionne,Rainford-Allen,176201,,1
SRB,Milena,Spasojevic,176202,,1
USA,Patrick,Ernst,176204,,0
CRC,Ronald,Luna Martínez,176205,,0
CAN,Warren Kingston,Taylor,176206,,0
GUA,Gabriel,Zuñiga Leiva,176207,,0
USA,Peter,Edwards,176208,,0
USA,Rebecca,Rice,176209,,1
CRC,Fabian José,Torres Fernández,176210,,0
CRC,Ronald,Luna Martínez,176211,,0
CRC,Derek,Fernández Calvo,176212,,0
CRC,Kendal,Araya Montoya,176213,,0
CRC,Emmanuel,Valverde Salas,176214,,0
CRC,José Antonio,Mora Morales,176215,,0
CRC,Mauricio de Jesús,Chacón Arquello,176216,,0
CRC,Luis Eduardo,Solano Céspedes,176217,,0
CRC,Andre,Gadea Cohen,176218,,0
CRC,Kendall Alexander,Gamboa Cruz,176219,,0
CRC,Josue,Rojas Monge,176220,,0
CRC,Isaac,Valerio Sandoval,176221,,0
UKR,Serhii,Yevstratov,176222,,0
CRC,José Paulo,Ruíz Salas,176223,,0
HON,Gustavo,Napky Arias,176224,,0
HON,Carlos,Flores Guardado,176225,,0
HON,Kevin,Herrera Rodriguez,176226,,0
HON,Jorge,Santos Zuniga,176227,,0
HON,Alejandro,Lobo Moran,176228,,0
HON,Owen,Meza Cerrato,176229,,0
HON,Antonio,Orellana Godoy,176230,,0
HON,Brandon,Garcia Izaguirre,176231,,0
HON,Diego,Espinal Valle,176232,,0
HON,Mario,Gavarrete Hernandez,176233,,0
HON,Gabriel,Banegas Aguirre,176234,,0
HON,Roberto,Urrutia Leiva,176235,,0
USA,Allahna,Hartwick,176236,,1
HON,Danny,Juarez Guerra,176237,,0
HON,Joel,Barilla Cruz,176238,,0
HON,Josue,Zavala Valdez,176239,,0
HON,Holder,Centeno Suazo,176240,,0
HON,Eduardo,Villacorta Romero,176241,,0
HON,Jonathan,Meza Cerrato,176242,,0
HON,Rene,Umaña Rodriguez,176243,,0
MLI,Mody,Kouma,176244,,0
CRC,Anderson Jesús,Barboza Alfaro,176246,,0
CRC,JOSHUA,ALARCÓN MONGE,176247,,0
CRC,Juan Diego,Delgado Suárez,176248,,0
CRC,Jenher Hubert,Dennis Algulo,176249,,0
MLI,Mody,Kouma,176251,,0
AUS,Apech,Pac,176252,,0
POL,Jonasz,Biegun,176253,,0
BUL,Boyan,Vasilev,176254,,0
CRO,Mario,Agatić,176255,,0
POL,Tomasz,Woloszuk,176256,,0
POL,Przemyslaw,Grabczynski,176257,,0
NED,Ewa,Adamczak,176258,,1
FRA,Victoria,Foucher,176259,,1
GRE,Leonidas,Dedes,176260,,0
COL,Bladimir,Martinez Cabezas,176261,,0
PAN,Rommy Radys,Santos Montenegro,176262,,0
PAN,CESAR ENRRIQUE,Ureña Duarte,176263,,0
PAN,Denzel Jahel,Arboine Cerrud,176264,,0
PAN,Daniel Arturo,Stapf Candanedo,176265,,0
PAN,Christian Adrian,Flores Govea,176266,,0
PAN,Ivan Augusto ,Ortega ,176267,,0
PAN,Jose Daniel,Vasquez Saucedo,176268,,0
PAN,David,Ng He,176269,,0
PAN,Joseph Louis,Melendez Sandoval,176270,,0
PAN,Alexander Josue,Nieto Rodriguez,176271,,0
SCO,Jack,McKelvie,176272,,0
PAN,Brayan Olmedo,Atencio Abrego,176273,,0
PAN,Daniel Eduardo,Andrade Becerra,176275,,0
USA,Ryan,Schickling,176276,,0
PAN,Eduardo,Medina,176277,,0
PAN,Javier,Polo,176278,,1
PAN,Eduardo,Robinson White,176279,,0
PAN,Jose Daniel,Vasquez Saucedo,176280,,0
PAN,Jahir,Pimentel,176281,,0
PAN,Jorge,Nieto,176282,,0
PAN,Ruben,Deago,176283,,0
USA,Ebba,Mark,176284,,1
BON,Deyanira F. ,Verolme,176285,,1
BON,Sara ,Lorini,176286,,1
KOS,Yvesa,Thaci,176287,,1
POL,Jessica,Roj,176288,,1
POL,Natalia,Mazurkiewicz,176289,,1
ITA,Giorgia,Corsetti,176290,,1
ITA,Martina,Ferretti,176291,,1
MNE,Ivan,Zvicer,176292,,0
ITA,Ilaria,Angelelli,176293,,1
ITA,Valeria,Papa,176294,,1
MAR,Alya,Guennoun,176295,,1
ROU,Rares Andrei,Preda,176296,,0
GRE,Margarita,Melfou,176297,,1
ITA,Nicola,Nicosia,176298,,0
TUR,Defne,Sonmez,176299,,1
SRB,Marija,Valjarevic,176300,,1
GRE,Petros,Zaimis,176301,,0
BRA,Amanda,Carvalho Modesto,176302,,1
TUN,Arbia,Ben Khodja,176303,,1
CAN,Randy Rolf,Grundmann,176304,,0
SWE,Maria,Waldekrantz,176305,,1
CRC,Johan,Cerdas Badilla,176306,,0
USA,Keira,Moore,176307,,1
USA,Kristen,Karlik,176308,,1
URU,MAURICIO,GUTIERREZ,176309,,0
ALG,Manel,Dali Youcef,176310,,1
ALG,Lyes,Adrar,176311,,0
RUS,Alexander,Kovalev,176312,,0
ENG,Pieter,Drijfhout,176313,,0
CRO,Petra,Pavičić,176314,,1
SRB,Emanuela,Tripkovic,176315,,1
GER,Janna,Schweigmann,176316,,1
ITA,Tommaso,Gastaldi,176317,,0
LAT,Dmitrijs,Sekijevskis,176318,,0
SCO,Duncan Xabier,Carmichael Zulaica,176319,,0
ITA,Clara Ida,Canosa,176320,,1
CRO,Antonela,Jularić,176321,,1
BRA,Alison,Bastos Silveira,176322,,0
BUL,Dimo,Baykov,176323,,0
FRA,Julia,Vroman,176324,,1
BRA,Wilclemi Ancelmo,dos Santos,176325,,0
HUN,Balázs József,Bán,176326,,0
USA,Christian,Hernandez,176327,,0
COL,Daniel Alejandro,Cordoba Olivella,176328,,0
COL,Miguel Enrique,Ariza Vega,176329,,0
CAN,Jordan,Darlington,176330,,0
CAN,Erich,Perau,176331,,0
CAN,Kennedy Taylor,Mason,176332,,1
SLO,Ana,Vilfan,176333,,1
USA,Tionna,Williams,176334,,1
VEN,Jhon Jose,Aldana Jimenez,176335,,0
VEN,Jhonalin Antonio,Jimenez Villarroel,176336,,0
CHN,Xinrui,LIU,176337,,1
ITA,Elisa,Cerioni,176338,,1
GRE,Paschalis,Potolidis,176339,,0
ITA,Francesco,Nicosia,176340,,0
TUR,Ela,Fevzioglu,176341,,1
CRO,Marija,Šimović,176342,,1
POL,Tomasz,Wojciechowski,176343,,0
ARG,Tomas,Dileo,176344,,0
GER,Pauline,Eiberle,176345,,1
SUI,Lena,Brunner,176346,,1
SUI,Nathalie,Bosson,176347,,1
SCO,Jack,McKelvey,176348,,0
PUR,Edgard,Hernandez Wichy,176349,,0
GRE,Natalia,Kralska,176350,,1
SCO,Cameron,Hook,176351,,0
BRA,Rodrigo,Cortez Bezerra,176353,,0
BRA,Fabio,Simoes e Senna,176354,,0
BRA,Marcelo,Honorio Campos,176355,,0
BRA,Ricardo,Caminada Filho,176356,,0
BRA,Nicolas,Miranda Furtado,176357,,0
VEN,Cesar Augusto,la Torre Freites,176358,,0
CYP,Eleni,Karakosta,176359,,1
BIZ,Tyrell,Lucario,176360,,0
BIZ,Kevin,Cortez,176361,,0
BIZ,Ernest,Broaster,176362,,0
BIZ,Ethan,Dawson,176363,,0
BIZ,Thomas,Garbutt,176364,,0
BIZ,Joel,Creary,176365,,0
BIZ,Eugen,Benguche,176366,,0
BIZ,Gavin,Taylor,176367,,0
BIZ,Kerwin,Castillo,176368,,0
BIZ,Kaelen,Ingram,176369,,0
BIZ,Xander,Bennett,176370,,0
BIZ,Ryan,Arnold,176371,,0
BIZ,Alexander,Smith,176372,,0
BIZ,Anthony,Usher,176373,,0
BIZ,Gabriel,Hope,176374,,0
BIZ,Jamion,Recinos,176375,,0
BIZ,Alan,Auil,176376,,0
BIZ,Curt,Smith,176377,,0
BIZ,Malcolm,Murillo,176378,,0
BIZ,Manuel,Castillanos,176379,,0
BIZ,Ryan,Usher,176380,,0
FIV,Ilia,Makarov,176381,,0
IRI,Armin,Kami,176382,,0
IRI,Aidin,Boobak,176383,,0
BEL,Benjamin,Louviaux,176384,,0
FRA,Maurine,Miot,176385,,1
FRA,Capucine,Henin,176386,,1
BIH,Asja,Haznadar,176387,,1
BIH,Filip,Nedić,176388,,0
JPN,Satonori,Hasegawa,176389,,0
LUX,Leah,Dickhoff,176390,,1
SCO,Kate Louise,Cousland,176391,,1
USA,Kelsee,Sawyer,176392,,1
USA,Emily Katherine,Burke,176393,,1
USA,Chandler,Gibb,176394,,0
USA,Tarryn,Angermeier,176395,,1
ARG,Agustina,Giovagnoli,176396,,1
MEX,Arturo Emilio,Enciso Montejano,176397,,0
BRA,Alix,Authier,176398,,0
USA,Tyler,Farnung,176399,,0
USA,Elizabeth,Leahy,176400,,1
ARG,Jose Luis,Linares Gonzalez,176401,,0
USA,Caleigh,Paster,176402,,1
ALG,Djamila,YANTREN-GADI,176403,,1
HUN,Krisztina,Dékány,176404,,1
MKD,Luka,Kostikj,176405,,0
CZE,Jana,Parmova,176406,,1
RWA,Jules,Niyigena,176407,,0
NED,Laura,Overwater,176408,,1
KEN,Sila,Kipruto,176409,,0
CAN,Jared,Schubert,176410,,0
SCO,Euan Mackenzie,Fraser,176411,,0
SRB,Luka,Djurovic,176412,,0
GER,Stephanie,Wilcke,176413,,1
GER,Lara,Picht,176414,,1
ISL,Gunnar Pálmi,Hannesson,176415,,0
CRC,Boris Fauricio,Duarte Ruiz,176416,,0
ISL,Elvarsson,Birkir Freyr,176417,,0
NOR,Ragni Steen,Knudsen,176418,,1
USA,Deja,Harris,176419,,1
USA,Elizabeth,Mann,176420,,1
AUT,Adrian,Nachtwey,176421,,0
BIH,Dsadas,Asdasdas,176422,,1
POL,Zuzanna,Laczkowska,176423,,1
HKG,Ching Pong Jj,Lai,176424,,0
JPN,Shuhei,Omori,176426,,0
BIH,Nina,Vidaković,176427,,1
GER,Alexander,Schmidt,176428,,0
FRA,Axelle,Blainville,176429,,1
BRA,Patrick,Guimaraes Souza Silva,176430,,0
BRA,Gabriel,Martins de Souza,176431,,0
COL,Juan Camilo,Castaño Cano,176432,,0
BRA,Guilherme,Candido Trindade Silva,176433,,0
USA,Madison,Hunziker,176434,,1
USA,Anthony,Barahona,176435,,0
USA,Brianna,Root,176436,,1
USA,Kelsey,Molnar,176437,,1
USA,Jonathon,Wheaton,176438,,0
MEX,Maria Armida,Valladolid Rivas,176439,,1
CZE,Edita,Navratilova,176440,,1
DOM,Alejanddro Antonio,Perez Espinal ,176441,,0
MNE,Mia,Raznatovic,176442,,1
MNE,Ines,Hodzic,176443,,1
MNE,Melisa,Cenovic,176444,,1
MNE,Tamara,Vukoslavcevic,176445,,1
MNE,Milena,Burzanovic,176446,,1
MNE,Sejla,Durakovic,176447,,1
MNE,Tijana,Tvrdisic,176448,,1
MNE,Dusanka,Petrovic,176449,,1
MNE,Mia,Martinovic,176450,,1
MNE,Anastasija,Smolovic,176451,,1
MNE,Andjela,Carapic,176452,,1
MNE,Ksenija,Devic,176453,,1
MNE,Dijana,Vukovic,176454,,1
MNE,Danijela,Barjaktarovic,176455,,1
AUS,Jayden,Medwin-Smith,176456,,0
CHN,Shiqi Cherlyne,Wang,176457,,1
NED,Geoffrey,van Gent,176458,,0
NED,Frits,van Gestel,176459,,0
NED,Steven,Ottevanger,176460,,0
CZE,Anna,Odstrcilova,176461,,1
BUL,Stoyan,Gadzhev,176462,,0
ITA,Dario,Coffetti,176463,,0
ESP,Migel,Gomes Moreno,176464,,0
NED,Jolijn,de Haan,176465,,1
NED,Brechtje,Kraaijvanger,176466,,1
NED,Mirte,van Der Sluijs,176467,,1
NED,Dagmar,Mourits,176468,,1
NED,Pascalle,Cnossen,176469,,1
NED,Mika,Pierik,176470,,1
NED,Famke,van Rekom,176471,,1
HUN,István,Szalóki,176472,,0
USA,Michaela,Ping,176473,,1
SRB,Tasa,Trajkovic,176474,,1
SRB,Bojana,Facol,176475,,1
ITA,Adriana Mihaela,Chira,176476,,1
ITA,Arianna,Richiedei,176477,,1
ALG,Mohamad-Lamine,Sefacene,176478,,0
USA,Nicole,Bishop,176479,,1
USA,Daniel,Williams,176480,,0
BRA,Sthefany Lorrany,Miguel Benvinda,176483,,1
BRA,Gabriela Aparecida,da Cruz Santana,176484,,1
VEN,Alejandro,Blanco Blanco,176485,,0
VEN,Angel Francisco,Rico Sanchez,176486,,0
MEX,Susana ,Torres García ,176487,,1
GRE,Valentina,Veniou,176488,,1
NED,Michelle,van Der Woerdt,176489,,1
NED,Sjors,Tijhuis,176490,,0
NED,Nico,Manenschijn,176491,,0
GRE,Maria,Vomvyla,176492,,1
NED,Maikel,van Zeist,176493,,0
NED,Bram,Langevoort,176494,,0
NED,Mats,Kruiswijk,176495,,0
ESP,Vitali,Kobzev,176496,,0
ITA,Rebecca,Monguidi,176497,,1
ITA,Luca,Reali,176498,,0
ITA,Marion,Tane,176499,,1
ITA,Riccardo,Conci,176500,,0
ITA,Flavia,Scagni,176501,,1
ITA,Lorenzo,Blasi,176502,,0
ITA,Roberto,Agrimi,176503,,0
GER,Lena Marie,Breuer,176504,,1
CYP,Eleni,Kakouri,176505,,1
SRB,Natasa,Karadzic,176506,,1
SRB,Miona,Dimitric,176507,,1
BRA,Rafaela Jennifer,Emiliana da Fonseca,176508,,1
ITA,Elisa,Donati,176509,,1
GRE,Konstantinos Michail,Servis,176510,,0
PAK,AOUN,ABBAS,176511,,0
USA,Agustina,Mena Gorostiaga,176512,,1
MEX,Habid,Chay Álvarez,176513,,0
AUS,Ser Lein,Wan,176514,,1
ALB,Klajda,Guci,176516,,1
ISR,Hadar,Romaskano,176517,,0
ISR,Tomer,Svirsky,176518,,0
ISR,Hagay Pinhas,Zvulun,176519,,0
ISR,Sari,Zreik,176520,,0
ISR,Amir Moshe,Winogradove,176521,,0
ISR,Tal,Menkes,176522,,0
ISR,Lidia,Vaindberg,176523,,1
ISR,Gal Miriam,Maliar,176524,,1
ISR,Roni,ENTIN,176525,,1
ISR,Neta,BARABAN,176526,,1
ISR,Matan,BLOOM,176527,,0
ISR,Etay,HARAMATY,176528,,0
ISR,Viktor Vik,MUSLAI,176529,,0
ISR,Abiathar Nachum ,SPIEGELGLAS ,176530,,0
ISR,Richard ,GONCHARUK ,176531,,0
ISR,Rafael ,GONCHARUK ,176532,,0
MEX,Elian Yuriel ,Yépez Quintana,176533,,0
ISR,Avidor,Ziv,176534,,0
FRA,Tom,Foncarnier,176535,,0
BIH,Daniela,Petrović,176536,,1
ITA,Jenny,Perin,176537,,1
BIH,Nikolina,Kostadinović,176538,,1
UKR,Halyna,Kaminska,176539,,1
POL,Kamil,Macura,176540,,0
POL,Krzysztof,Stachyra,176541,,0
ISR,Sharon,Ophir Chetrit ,176542,,1
ISR,Hila,Nacson,176543,,1
GRE,Angeliki,Mavra,176544,,1
ITA,Carlo,Farella,176545,,0
ALG,Badjadj,Nesrine,176548,,1
USA,Peyton,Moyles,176549,,1
BOT,Igobe,Sikuku,176550,,0
USA,Kaleb,Denmark,176551,,0
USA,Mari,Faines,176552,,1
ALB,Joana,Kushi,176553,,1
ALB,Elisa,Beshiri,176554,,1
ALB,Eda,Gjermeni,176555,,1
ALB,Orkida,Terpollari,176556,,1
ALB,Klonarda,Nezaj,176557,,1
ALB,Fatbardha,Picaku,176558,,1
ALB,Cezarina,Xheka,176559,,1
USA,Jessica,Smith,176560,,1
USA,Natalie,Myszkowski,176561,,1
IRI,Omid,Arsari,176562,,0
UKR,Valeriia,Nudha,176563,,1
BIH,Nikolina,Puhalo,176564,,1
TUN,Ben Naceur,Safa,176565,,1
SRB,Nikola,Zugic,176566,,0
POL,Przemyslaw,Smereka,176567,,0
BOT,Phemelo,Lekoko,176568,,0
ITA,Giada,Lovato,176569,,1
BOT,Tshepaone Tony,Orapeleng,176570,,0
BOT,Tiroyaone,Otimile,176571,,0
CAN,Cassie,Laramee,176572,,1
BUL,Raya,Nedyalkova,176573,,1
SLE,Mohamed Karim,Kamara,176574,,0
MEX,Danna Mideli,Cortes Sánchez,176575,,1
GER,Harald Oliver,Kirsch,176576,,0
USA,Neysha,Gonzalez Rosa,176577,,1
USA,Brooke,Morgan,176578,,1
USA,Reghan,Pukis,176579,,1
CAN,Mackenzie ,Mravnik ,176580,,0
CAN,John ,Obi ,176581,,0
CAN,Evan ,Hammond,176582,,0
CAN,Etienne,Belzile,176583,,0
CAN,Jade,Cameron,176584,,0
CAN,Cole,Jordan ,176585,,0
CAN,Zachary ,Albert,176586,,0
NCA,Dilan Ramon,Maldonado Muñoz,176587,,0
NCA,Denis Benjamin,Espinoza Melendez,176588,,0
NCA,Miguel Enrique,Mairena,176589,,0
FRA,Thalie,Besnehard,176590,,1
POL,Emilia,Pietruczuk,176591,,1
SVK,Sara,Tomkova,176592,,1
ESP,Sandrine Ebene,Bada Manidang,176593,,1
SUI,Yann,Panchaud,176594,,0
ITA,Martina,Petrova,176595,,1
BAH,Ashley,Roberts,176596,,0
