name,no
Larcher/Tuybens,941172
Pierangeli/Sittig,941173
Naisso/Gros,941174
Zandbergen/Kissling G.,941175
Zandbergen/Kissling G.,941176
Nicolai/Lupo,941177
Nicolai/Lupo,941178
Seminario/VASQUEZ,941179
Seminario/VASQUEZ,941180
Seminario/VASQUEZ,941181
Jo/Leonardo,941182
Averaldo/Bruno,941183
Grimalt M./Grimalt E.,941184
Zavala/Lammel,941185
Rivas Zapata/Paula Vallejos,941186
Mardones/Natalia,941187
Herrera/Gavira,941188
Herrera/Gavira,941189
Herrera/Gavira,941190
Herrera/Gavira,941191
Herrera/Gavira,941192
Herrera/Gavira,941193
Herrera/Gavira,941194
Herrera/Gavira,941195
Herrera/Gavira,941196
Herrera/Gavira,941197
Herrera/Gavira,941198
Herrera/Gavira,941199
Herrera/Gavira,941200
Herrera/Gavira,941201
Paula/Carro,941202
Paula/Carro,941203
Paula/Carro,941204
Huerta A./Menéndez,941205
Huerta A./Menéndez,941206
Huerta A./Menéndez,941207
Reñé/Huerta P.,941208
Reñé/Huerta P.,941209
Bell/Ngauamo,941210
Weiler/Kendall,941211
Take/Kusano,941212
Take/Kusano,941213
Chiyo/Yurika,941214
Chiyo/Yurika,941215
Mäder/Vergé-Dépré A.,941216
Mäder/Vergé-Dépré A.,941217
Mäder/Vergé-Dépré A.,941218
Mäder/Vergé-Dépré A.,941219
Mäder/Vergé-Dépré A.,941220
Mäder/Vergé-Dépré A.,941221
Mäder/Vergé-Dépré A.,941222
Mäder/Vergé-Dépré A.,941223
Mäder/Vergé-Dépré A.,941224
Mäder/Vergé-Dépré A.,941225
Mäder/Vergé-Dépré A.,941226
Mäder/Vergé-Dépré A.,941227
Bouter/Varenhorst,941228
van de Velde/Boehlé,941229
van der Schaaf/Broekema,941230
Haanappel/Boermans,941231
Verpoorten/De Cuba,941232
"Blom/Nijeboer, T.",941233
Feldkamp/Nijland,941234
de Koe/Van Gilst,941235
van der Ham/Vismans S.,941236
Feenstra/van Pruissen,941237
Haanappel/Gras,941238
Ahyi/Penninga,941239
Enter/Schiphof,941240
van Gilst/Agterberg,941241
Yoshida/Wada,941242
Yoshida/Wada,941243
Yoshida/Wada,941244
Kotlasova/Resova,941245
Nusbaum/Plantinga,941246
Nusbaum/Plantinga,941247
Nusbaum/Plantinga,941248
Nusbaum/Plantinga,941249
Nusbaum/Plantinga,941250
Nusbaum/Plantinga,941251
Laird/Palmer,941252
Andriukaityte/Vitkauskaite,941253
Arvaniti/Karagkouni,941254
"Dollinger, A./Kulzer",941255
Lece/Anastasija,941256
Métral/Haussener,941257
Métral/Haussener,941258
Wopat/Hochevar,941259
Dicello/Pollock,941260
Ledoux/Urango,941261
Dowdy/Quiggle,941262
Gaffney/Turner,941263
Esmée/Zoé,941264
Esmée/Zoé,941265
Onodera/Shindo,941266
Onodera/Shindo,941267
Kantor/Łosiak,941268
Kantor/Łosiak,941269
Bryl/Fijalek,941270
Bryl/Fijalek,941271
"Abbiati/Andreatta, T.",941272
Williams/Maixnerova,941273
Williams/Maixnerova,941274
Val/Érica Freitas,941275
Caluori/Gerson,941276
Caluori/Gerson,941277
Cruickshank/Dunn-Suen,941278
Goldschmidt/Williams,941279
Ishitsubo/Shiba,941280
Klinke/Ottens,941281
Klinke/Ottens,941282
Rudol/Szalankiewicz,941283
Rudol/Szalankiewicz,941284
Rudol/Szalankiewicz,941285
Winter/Hörl,941286
Winter/Hörl,941287
"Strauss, N./Strauss, T.",941288
Chiyo/Yurika,941289
Schnetzer/Eglseer,941290
Schnetzer/Eglseer,941291
Reka/Fecteau-Boutin,941292
Reka/Fecteau-Boutin,941293
Filina/Zazhigina,941294
Filina/Zazhigina,941295
Bobrikov/Mikhalev,941296
Arkaev/Abramov,941297
Angelopoulou/Gusarova D.,941298
Tsopoulou/Manavi,941299
MacNeil/Hoey,941300
MacNeil/Hoey,941301
MacNeil/Hoey,941302
Palmer/Grimson,941303
Radarong/Naraphornrapat,941304
Radarong/Naraphornrapat,941305
Udomchavee/Numwong,941306
Udomchavee/Numwong,941307
Charanrutwadee/Worapeerachayakorn,941308
I. Nuttanon/K. Adisorn,941309
J. Surin/Intuch,941310
Lau E. S/Chong E.H.H.,941311
Tay Z.H.K./Shen,941312
Ng S/Chong E.H.H.,941313
Driessen/Meertens,941314
Driessen/Meertens,941315
"Friedl, F./Trummer",941316
Gordon/Marcelle,941317
Harnett/Lapointe,941318
Harnett/Lapointe,941319
LA JARA/Seminario,941320
LA JARA/Seminario,941321
LA JARA/Seminario,941322
LA JARA/Seminario,941323
LA JARA/Seminario,941324
LA JARA/Seminario,941325
LA JARA/Seminario,941326
LA JARA/Seminario,941327
LA JARA/Seminario,941328
LA JARA/Seminario,941329
LA JARA/Seminario,941330
LA JARA/Seminario,941331
LA JARA/Seminario,941332
Linder/Sayan,941333
Linder/Sayan,941334
Linder/LA JARA,941335
Linder/LA JARA,941336
Linder/LA JARA,941337
Linder/LA JARA,941338
Linder/LA JARA,941339
Linder/LA JARA,941340
Linder/LA JARA,941341
Linder/LA JARA,941342
Linder/LA JARA,941343
Linder/LA JARA,941344
Linder/LA JARA,941345
Tiisaar/Nõlvak,941346
Tiisaar/Nõlvak,941347
Murakami/Tsuchiya,941348
Murakami/Tsuchiya,941349
Murakami/Tsuchiya,941350
Murakami/Tsuchiya,941351
Murakami/Tsuchiya,941352
Murakami/Tsuchiya,941353
Murakami/Tsuchiya,941354
Murakami/Tsuchiya,941355
Murakami/Tsuchiya,941356
Suzuki/Nagata,941357
Suzuki/Nagata,941358
Suzuki/Nagata,941359
Suzuki/Nagata,941360
Gottsu/Ageba,941361
Gottsu/Ageba,941362
Gottsu/Ageba,941363
Gottsu/Ageba,941364
Gottsu/Ageba,941365
Gottsu/Ageba,941366
A.Vakili/Salemi B. ,941367
A.Vakili/Salemi B. ,941368
Brunner/Hüberli,941369
Brunner/Hüberli,941370
Brunner/Hüberli,941371
Brunner/Hüberli,941372
Brunner/Hüberli,941373
Brunner/Hüberli,941374
Brunner/Hüberli,941375
Brunner/Hüberli,941376
Brunner/Hüberli,941377
Breer/Dillier,941378
Murat G./Gögtepe V.,941379
Sekerci/Urlu,941380
Okholm/Sondergard,941381
Kloda/Ceynowa,941382
Knobloch/Gala,941383
Sim/Sam,941384
Borey/Kosal,941385
Soknak/Vichetdararith,941386
Davin/Phavin,941387
Pedro Solberg/Bruno Schmidt,941388
Chansophy/Kanha,941389
Chanda/Sreynat,941390
JEUDI/SOMA,941391
SARA/KUNTHEA,941392
Chaitanya/Rajesh,941393
RAMA/Aaron,941394
Dhawasker/Anil,941395
Niranjana/Subraja,941396
Yogeshwari/Jenifer,941397
Lavanya/Rajitha,941398
Myskiv/Samoday,941399
Alison/Andre,941400
Guto/Saymon,941401
Evandro/Vitor Felipe,941402
Pedro Solberg/Bruno Schmidt,941403
Thiago/George,941404
Huber/Hübscher,941405
Huber/Hübscher,941406
Huber/Hübscher,941407
Huber/Hübscher,941408
Takahashi/Hasegawa,941409
Koshikawa/Murakami,941410
Koshikawa/Hatabe,941411
Koshikawa/Hatabe,941412
Borger/Sude,941413
Borger/Sude,941414
Kloda/Ceynowa,941415
Dziadkou/Piatrushka,941416
Munkwitz/Kauschus,941417
Bieneck/Schneider,941418
Bieneck/Schneider,941419
Bieneck/Schneider,941420
Bieneck/Schneider,941421
Bieneck/Schneider,941422
Bieneck/Schneider,941423
Lahti/Parkkinen,941424
Lahti/Parkkinen,941425
Lahti/Parkkinen,941426
Lahti/Parkkinen,941427
Lahti/Parkkinen,941428
Lahti/Parkkinen,941429
Lahti/Parkkinen,941430
Lahti/Parkkinen,941431
Lahti/Parkkinen,941432
Lahti/Parkkinen,941433
Nurminen/Siren,941434
Brunner/Hüberli,941435
"Ertl, F./Wimmer F.",941436
Appelgren/Annerstedt,941437
Quiggle/House,941438
Nourse A./Nourse N. ,941439
Gaffney/Quiggle,941440
Gaffney/Turner,941441
Durant/Schumann,941442
Ikeda/Shiratori,941443
Ikeda/Shiratori,941444
Ikeda/Shiratori,941445
Ishii/Murakami,941446
Prihti/Vuorinen,941447
Heidrich/Gerson,941448
Heidrich/Gerson,941449
Gabi/Agudo,941450
Dybfest/Løvli,941451
Menéndez/Huerta A.,941452
Reñé/Huerta P.,941453
Capogrosso N./Azaad,941454
Zelayeta/Amieva,941455
Gallay/Pereyra,941456
Zonta/Churin,941457
Serna/Allcca,941458
Calle/Mendoza,941459
alejandro/Peter,941460
Brailko/Namike,941461
Brailko/Namike,941462
Brailko/Namike,941463
Brailko/Namike,941464
Shoji/Kurasaka,941465
Arvaniti/Karagkouni,941466
"Strauss, N./Strauss, T.",941467
"Strauss, N./Strauss, T.",941468
Sramek/Samec,941469
Williams/Maixnerova,941470
Erdmann/Betzien,941471
Basta/Kolaric,941472
Basta/Kolaric,941473
Grabovskyy/Wheelan,941474
Grabovskyy/Wheelan,941475
Grabovskyy/Wheelan,941476
Grabovskyy/Wheelan,941477
Saxton/O'Gorman,941478
Saxton/O'Gorman,941479
Saxton/O'Gorman,941480
Saxton/O'Gorman,941481
Saxton/O'Gorman,941482
Saxton/O'Gorman,941483
Saxton/O'Gorman,941484
Saxton/O'Gorman,941485
Saxton/O'Gorman,941486
Saxton/O'Gorman,941487
Saxton/O'Gorman,941488
Saxton/O'Gorman,941489
Saxton/O'Gorman,941490
Pedlow/Schachter,941491
Pedlow/Schachter,941492
Pedlow/Schachter,941493
Pedlow/Schachter,941494
Pedlow/Schachter,941495
Pedlow/Schachter,941496
Pedlow/Schachter,941497
Pedlow/Schachter,941498
Pedlow/Schachter,941499
Pedlow/Schachter,941500
Pedlow/Schachter,941501
Pedlow/Schachter,941502
Kopp/Burlacu,941503
Kopp/Burlacu,941504
Kopp/Burlacu,941505
Kopp/Burlacu,941506
Kopp/Burlacu,941507
Kopp/Burlacu,941508
Kopp/Burlacu,941509
Kopp/Burlacu,941510
Kopp/Burlacu,941511
Gordon/Marcelle,941512
MacNeil/Hoey,941513
Tasha/Shu Woon,941514
Hsi Yan/Sin Xi,941515
Gottsu/Ageba,941516
Tasha/Shu Woon,941517
"Huber, A./Dressler",941518
"Seidl, R./Waller",941519
Kindl/Kopschar,941520
Kindl/Kopschar,941521
"Wutzl/Frühbauer, S.",941522
"Friedl, F./Frühbauer, S.",941523
"Wutzl/Frühbauer, S.",941524
Schnetzer/Eglseer,941525
Takahashi/Hasegawa,941526
Becker/Stadie,941527
Schneider/Körtzinger,941528
Didyk/Karvatskyi,941529
Ricardo/Álvaro Filho,941530
"Timmer/O'Dea, S.",941531
Rosager/Brinck,941532
Rosager/Brinck,941533
Rosager/Brinck,941534
Cherif/Ahmed,941535
Cherif/Ahmed,941536
Cherif/Ahmed,941537
Cherif/Ahmed,941538
Cherif/Ahmed,941539
Cherif/Ahmed,941540
Cherif/Ahmed,941541
Cherif/Ahmed,941542
Cherif/Ahmed,941543
Cherif/Ahmed,941544
Schubert/McHugh,941545
Halley/Zieba,941546
Abela/Tang,941547
Martin/Arkaev,941548
Blake/Mann,941549
Morley/Willmot,941550
Gregory/Gregory,941551
Burnett/Guehrer,941552
Burnett/Guehrer,941553
Berry/Reeves,941554
Dickson/Ferguson,941555
CHEN Y.T./ZHANG F.M.,941556
CHENG P.S./Chen C.Y,941557
KUNG S.W./YEH H.T.,941558
WEN Y.C./HU X.P,941559
Sondergard/Okholm,941560
"Pokeršnik, D./Plahutnik",941561
"Pokeršnik, D./Plahutnik",941562
"Pokeršnik, D./Plahutnik",941563
"Pokeršnik, D./Plahutnik",941564
Adamcikova/Jamborova,941565
WANG C.J./HSIEH Y.J.,941566
HSU C.W./WU S.S.,941567
Brouwer/Meeuwsen,941568
van der Ham/Vismans S.,941569
Haanappel/Gras,941570
Haanappel/Boermans,941571
Sdebel/Ilewicz,941572
Sdebel/Ilewicz,941573
Verpoorten/De Cuba,941574
Feenstra/van Pruissen,941575
Groen/Kalmeijer,941576
Ahyi/Penninga,941577
Yark/van Helden,941578
Feldkamp/Nijland,941579
de Koe/Van Gilst,941580
Uittenbosch/Lochtenberg,941581
George/Thiago,941582
Ricardo/Álvaro Filho,941583
Harley/Vinicius,941584
Samoilovs M./Gabdullins,941585
Samoilovs M./Gabdullins,941586
Samoilovs M./Gabdullins,941587
Harley/Santos,941588
Herrmann/Simonsson,941589
Huber/Hübscher,941590
Salinas/Cristobal,941591
M. Essam/A-Khallouf,941592
Hartles/Nicklin,941593
Johnson/Austin,941594
Johnson/Austin,941595
Burik/Satterfield,941596
Burik/Satterfield,941597
Kolinske/Evans,941598
Slick/Allen,941599
Roberts/Mewhirter,941600
Patterson/Budinger,941601
Crabb/Gibb,941602
Hyden/Doherty,941603
Brunner/Priddy,941604
Frishman/Field,941605
Zaun/Casebeer,941606
Quiggle/Dowdy,941607
Howard/Reeves,941608
Smith/Pardon,941609
House/Dykstra,941610
Wopat/Hochevar,941611
Sweat/Walsh Jennings,941612
Flint/Day,941613
Kolinske/Stockman,941614
Sponcil/Cheng,941615
Dicello/Pollock,941616
Ledoux/Urango,941617
Prudel/Poznanski,941618
Yelubayev/Belunin,941619
Starikov/Dave,941620
Starikov/Dave,941621
Chorin/Maor,941622
Chorin/Maor,941623
Aldash/Mokhammad,941624
Müller/Blum,941625
Gregory/Batrane,941626
"Solhaug/Sørum, A.",941627
Tamer/M. Essam,941628
Tamer/M. Essam,941629
Tamer/M. Essam,941630
Tamer/M. Essam,941631
Zieba/Szczechowicz,941632
Rumsevicius/Kazdailis,941633
Vasiljev/Juchnevic,941634
Simonsson/Herrmann,941635
Bulc/Zdešar,941636
Ovsharov/Rasulov,941637
Berdimuhammaedov/Gurbanov,941638
Pischke/Bukovec,941639
"Bello, Ja./Bello, Jo.",941640
Schützenhöfer/Lena,941641
Fecteau-Boutin/Reka,941642
Witt/Thibodeau,941643
Grimalt M./Grimalt E.,941644
Grimalt M./Grimalt E.,941645
Zavala/Lammel,941646
Rivas Zapata/Mardones,941647
Izquierdo/Paula Vallejos,941648
Kaho/Reika,941649
Kaho/Reika,941650
Kaho/Reika,941651
Kaho/Reika,941652
Iatika/Matauatu,941653
CHENG P.S./LIN C.W.,941654
Bergis/Bedritis,941655
Ishitsubo/Shiba,941656
Ishitsubo/Shiba,941657
Ishitsubo/Shiba,941658
Yoken/Wahlén,941659
Olsen/Bisgaard,941660
Josi/Neide,941661
Juliana/Andressa,941662
Adrielson/Eduardo,941663
Bruno/Averaldo,941664
Ermacora/Pristauz,941665
Ermacora/Pristauz,941666
Megan/Nicole,941667
Fecteau-Boutin/Reka,941668
Scott/McCaffrey,941669
Dunn-Suen/Cruickshank,941670
Sato/Taira,941671
"Dollinger, A./Kulzer",941672
Opsahl/Ruud,941673
vivek/Vivekraj,941674
Naresh/Raju,941675
Aarthilakshmi/Sabitha,941676
Dias/Steffi,941677
Liliana/Elsa,941678
Meppelink/Keizer,941679
"Schoon/van Driel, E.",941680
Wesselink/van Gestel,941681
"Gravesteijn/van Driel, M.",941682
Luijken/de Vries,941683
Opsahl/Ruud,941684
"Piersma E./Stubbe, P.",941685
Remmers/Stiekema,941686
Rekar/Rekar,941687
Katan/van Duinen,941688
Timmermans/van Esch,941689
van Esch/den Haan,941690
Bak/Dijkstra,941691
Vorlova/Kopecka,941692
Andriukaityte/Vitkauskaite,941693
Lemke/Matthews,941694
"van Iersel/Stubbe, J.",941695
Bloem/Sinnema,941696
Wesselink/van Gestel,941697
Stam/Wouters,941698
"Gravesteijn/van Driel, M.",941699
Rekar/Luijken,941700
"Schoon/van Driel, E.",941701
Reinders/van Diepen,941702
Meppelink/Keizer,941703
Driessen/Meertens,941704
"Stubbe, P./Ypma",941705
Oosterveld/de Vries,941706
van Esch/den Haan,941707
van Duijnhoven/Berden,941708
van de Velde/Gras,941709
Smit/Katan,941710
Bak/Dijkstra,941711
Lievaart/Stoop,941712
van der Made/Everaert,941713
van Solkema/Bekhuis,941714
Timmermans/van Esch,941715
Clancy/Mariafe,941716
Kendall/Weiler,941717
Laird/Palmer,941718
Rohkamper/Rohkamper,941719
Jenkins/Johnson,941720
Lauren/Gregory,941721
McHugh/Schubert,941722
Durant/Schumann,941723
Burnett/Guehrer,941724
Ferguson/Dickson,941725
Mann/Blake,941726
Reeves/Berry,941727
Gregory/Gregory,941728
Tang/Schumann,941729
Yigit/Anyang,941730
Reeves/Abela,941731
Bell/Ngauamo,941732
"O'Dea B./O'Dea, S.",941733
Tilley/Polley,941734
Dunbavin/Annells,941735
Dunbavin/Annells,941736
Urlu/Sekerci,941737
Sondergard/Okholm,941738
Oscar/Luciano,941739
Márcio /Harley,941740
Tigrito/Charly,941741
Tigrito/Charly,941742
Yuly/Diana,941743
Viviana G./Margarita G,941744
J.Paternina/Cabrera,941745
Murray/Manjarres,941746
D.Corredor/Perea ,941747
Baldi/Hannibal,941748
Cairus/Vieyto,941749
Fortunati/C. Bausero,941750
Krou/Rowlandson,941751
Krou/Rowlandson,941752
Simon/Rotti,941753
"Aye, Q./Gauthier-Rat",941754
"Aye, Q./Gauthier-Rat",941755
Jupiter/Chamereau,941756
Placette/Richard,941757
Barthelemy/Loiseau,941758
"O'Dea B./O'Dea, S.",941759
Rachenko/Yeropkina,941760
Ukolova/Rubilko,941761
Gala/Knobloch,941762
Dybfest/Løvli,941763
Kolinske/Evans,941769
Slick/Allen,941770
Lucena/Dalhausser,941771
Budinger/Patterson,941772
Doherty/Hyden,941773
Crabb Tr./Bourne,941774
Crabb/Gibb,941775
Priddy/Brunner,941776
Liotatis/Chrysostomou,941777
Kunert/Müllner,941778
Kunert/Müllner,941779
Cuello/Rivas,941780
Denis/Rivas,941781
Denis/Rivas,941782
Denis/Rivas,941783
Denis/Rivas,941784
Denis/Rivas,941785
Denis/Rivas,941786
Denis/Rivas,941787
Denis/Rivas,941788
Shoji/Kurasaka,941789
Sakurako/Kumada,941790
Sakurako/Kumada,941791
Sakurako/Kumada,941792
Sakurako/Kumada,941793
Tigrito/Charly,941794
Azocar/Vicente,941795
Agudo/Gabi,941796
Shimizu/Momo,941797
Shimizu/Momo,941798
Shimizu/Momo,941799
Shimizu/Momo,941800
Ozolina/Paegle,941801
Santisteban/Maestri,941802
Kotlasova/Resova,941803
Arthur/Hevaldo,941804
Schnetzer/Eglseer,941805
Schnetzer/Eglseer,941806
Denysenko/Iemelianchyk,941807
Gordieiev/Popov,941808
Mazin/Nouh,941809
M. Alshibli/Ali,941810
Al-Shibli/Almandhar,941811
Walkenhorst/Winter,941812
Gorbenko/Ivanov,941813
Gorbenko/Ivanov,941814
Sivolap/Yarzutkin,941815
Sato/Taira,941816
"Toti/Allegretti, J.",941817
Takahashi/Hasegawa,941818
Perusic/Schweiner,941819
Perusic/Schweiner,941820
Abell/Trans,941821
Yiu Ming Kam/C. Y. Lau,941822
S. H. Kan/C. Wong,941823
M.C. Wong/W.L.Ng,941824
H. T. Yu/N.L. Tsang,941825
Tay Z.H.K./Shen,941826
"Bergmann/Harms, Y.",941827
Jaramillo/Quiñones,941828
Jaramillo/Quiñones,941829
Marcos/Leon,941830
Marcos/Leon,941831
Ariana/Briggitte,941832
Ariana/Karelys,941833
Adrielson/Renato,941834
Victoria/Thamela,941835
Gunn/Jeffrey,941836
Houghton/Sadlier,941837
Nicolaidis/Nix,941838
Yoshida/Wada,941839
Yoshida/Wada,941840
Allison-Carnie/Clarke,941841
Forbes/McManaway,941842
Mears/Mears,941843
Brouwer/Meeuwsen,941844
Brouwer/Meeuwsen,941845
Brouwer/Meeuwsen,941846
Brouwer/Meeuwsen,941847
Brouwer/Meeuwsen,941848
Brouwer/Meeuwsen,941849
Brouwer/Meeuwsen,941850
Brouwer/Meeuwsen,941851
Brouwer/Meeuwsen,941852
Brouwer/Meeuwsen,941853
Brouwer/Meeuwsen,941854
Kazdailis/Rumsevicius,941855
Vasiljev/Juchnevic,941856
Horikawa/Adachi,941857
Goto/Hayashi,941858
Oto/Nagatori,941859
Kawasaki/Shigechika,941860
Dunbavin/Annells,941861
Gaona/Cinthia,941862
Gaona/Cinthia,941863
Serna/Calle,941864
Serna/Calle,941865
Ale/ARANDO,941866
Appelgren/Annerstedt,941867
Yosi/Dimas,941868
SARI/Della,941869
Saqwa/NOVA,941870
Daffa/Neng,941871
Krasilnikov/Stoyanovskiy,941872
Semenov/Leshukov,941873
Liamin/Velichko,941874
Sivolap/Yarzutkin,941875
Samoday/Myskiv,941876
Michelle/Pati,941884
Erika/Filippo,941885
Jakopin/Bedrac,941886
Varenhorst/van de Velde,941887
Onodera/Shindo,941888
Barthelemy/Loiseau,941889
Abolhassan/M. Malmir,941890
R.yamrali/S.Shekar,941891
"Mol, H./Sørum, C.",941892
Evandro/Bruno Schmidt,941893
Pedro Solberg/Vitor Felipe,941894
Dagg/Brownhill,941895
Fountotos/Fountotos,941896
Yigit/Anyang,941897
Scott/Mokrohajsky,941898
Brownhill/Dagg,941899
Ambagtsheer/Mark-Seymour,941900
Hart/Dunbavin,941901
Laird/Palmer,941902
Jenkins/Doran,941903
Rohkamper/Michalovicova,941904
Richter/Vorlova,941905
Friedrich/Date,941906
Weiler/Rohkamper,941907
Zivcic/Slawuta,941908
Tiaan/Milutinovic,941909
Borger/Sude,941910
Borger/Sude,941911
Borger/Sude,941912
Borger/Sude,941913
Borger/Sude,941914
Borger/Sude,941915
Borger/Sude,941916
Borger/Sude,941917
Borger/Sude,941918
Borger/Sude,941919
Borger/Sude,941920
Murakami/Ishii,941921
Akiko/Futami,941922
Nishimura/Shibata,941923
Nishimura/Shibata,941924
Nishimura/Shibata,941925
Nishimura/Shibata,941926
Kozuch/Ludwig,941927
Kozuch/Ludwig,941928
Bak/Foged,941929
Radarong/Naraphornrapat,941930
Radarong/Naraphornrapat,941931
Radarong/Naraphornrapat,941932
Udomchavee/Numwong,941933
Udomchavee/Numwong,941934
Udomchavee/Numwong,941935
Udomchavee/Numwong,941936
Charanrutwadee/Worapeerachayakorn,941937
Charanrutwadee/Worapeerachayakorn,941938
Charanrutwadee/Worapeerachayakorn,941939
Charanrutwadee/Worapeerachayakorn,941940
Galchananan/Sumintra,941941
Galchananan/Sumintra,941942
Galchananan/Sumintra,941943
Galchananan/Sumintra,941944
Galchananan/Sumintra,941945
Galchananan/Sumintra,941946
McHugh/Schubert,941947
Burnett/Guehrer,941948
Durant/Schumann,941949
Dickson/Ferguson,941950
Kapa/Soderberg,941951
Nicolaidis/Tutton,941952
Mann/Zieba,941953
Tang/Schumann,941954
Fountotos/Fountotos,941955
Poland/Abela,941956
Hunt/Lampard,941957
Berry/Reeves,941958
Kuklych/Jury,941959
Anyang/Yigit,941960
Bacovic/Hunt,941961
Penno/Phillips,941962
Mariafe/Clancy,941963
Bell/Ngauamo,941964
Weiler/Kendall,941965
Rohkamper/Michalovicova,941966
Mears/Brown,941967
Mears/Milutinovic,941968
Jenkins/Doran,941969
Laird/Palmer,941970
Richter/Triin,941971
Donlan/Pattermann,941972
Ambagtsheer/Schober,941973
King/Green,941974
Sims/Fleming,941975
Gordon/Jones,941976
Baum/Jarosova,941977
Levy/Kopecka,941978
Nagy/Saxton,941979
Breidenbach/Colombi,941980
Virgen/Ontiveros,941981
Ratledge/Roberts,941982
Lemke/Matthews,941983
Webber/Burik,941984
Nishimura/Shibata,941985
Nishimura/Shibata,941986
Hodge/Seabrookes,941987
Doppler/Horst,941988
Doppler/Horst,941989
Doppler/Horst,941990
Doppler/Horst,941991
Doppler/Horst,941992
Doppler/Horst,941993
Doppler/Horst,941994
Doppler/Horst,941995
Doppler/Horst,941996
Doppler/Horst,941997
Doppler/Horst,941998
Doppler/Horst,941999
McHugh/Guehrer,942000
Dickson/Ferguson,942001
T. Phanupong/N.Phichakon,942002
K.Santitham/T. Poravid,942003
Pawarun/Thatsarida,942004
Tay Z.H.K./Shen,942005
Tasha/Sin Xi,942006
Nguyen Lam Toi/H.T. DANG,942007
Le /T.A.T. NGUYEN,942008
"Dollinger, A./Kulzer",942015
Kiu N./Trevis,942016
I. Nuttanon/K. Adisorn,942017
J. Surin/N. Banlue,942018
"Masuri, O./Elazar",942019
"Masuri, O./Elazar",942020
"Masuri, O./Elazar",942021
Tasha/Sin Xi,942022
Ng S/Eunice How,942023
Javier T/L.Y Tan,942024
J.Q. Liu/Ch. A. Tao,942049
ZU.L.K.E/X. Y. Tang,942050
Sh. T. Cao/J. Dong,942051
Y.P. Wang/H. Xie,942052
Rachenko/Zhuk,942053
Yeropkina/Rubilko,942054
Ukolova/Chugainova,942055
Rachenko/Zhuk,942056
Yeropkina/Rubilko,942057
Ukolova/Chugainova,942058
"Dressler/Huber, A.",942074
"Dressler/Huber, A.",942075
"Dressler/Huber, A.",942076
"Dressler/Huber, A.",942077
"Dressler/Huber, A.",942078
"Dressler/Huber, A.",942079
"Dressler/Huber, A.",942080
"Dressler/Huber, A.",942081
"Dressler/Huber, A.",942082
"Dressler/Huber, A.",942083
"Dressler/Huber, A.",942084
"Dressler/Huber, A.",942085
"Dressler/Huber, A.",942086
"Dressler/Huber, A.",942087
"Friedl, F./Trummer",942088
Bakhnar/Kramarenko,942094
Nishimura/Shibata,942095
Nishimura/Shibata,942096
Tyndeskov/Trans,942097
Zürcher/Licka,942098
Tiisaar/Nõlvak,942099
Schnetzer/Eglseer,942100
Schnetzer/Seiser,942101
Schnetzer/Eglseer,942102
Schnetzer/Eglseer,942103
Schnetzer/Eglseer,942104
Schnetzer/Eglseer,942105
Schnetzer/Eglseer,942106
Schnetzer/Eglseer,942107
Schnetzer/Eglseer,942108
Schnetzer/Seiser,942109
Schnetzer/Eglseer,942110
Schnetzer/Eglseer,942111
Schnetzer/Eglseer,942112
Schnetzer/Eglseer,942113
Schnetzer/Eglseer,942114
Smith/Mewhirter,942115
C. Thongsavanh/Manophet,942116
"Sowa/Pfretzschner, L.",942117
Nurminen/Siren,942118
Matsuyama/Urata,942119
Xue/Wang X. X.,942120
X. Y. Xia/Wang,942121
P. Gao/Y. Li,942122
Wu Jiaxin/HA Likejiang,942123
Aispurs/Belerts,942124
Aispurs/Belerts,942125
Aispurs/Belerts,942126
Stadie/Becker,942127
Prudel/Kruk,942128
Hodge/Seabrookes,942129
Karvatskyi/Didyk,942130
Karvatskyi/Didyk,942131
Karvatskyi/Didyk,942132
May/Lenarduzzi,942133
May/Lenarduzzi,942134
May/Lenarduzzi,942135
Dunn-Suen/Cruickshank,942136
Dunn-Suen/Cruickshank,942137
Dunn-Suen/Cruickshank,942138
Reka/Fecteau-Boutin,942139
Reka/Fecteau-Boutin,942140
Reka/Fecteau-Boutin,942141
Harnett/Lapointe,942142
Pischke/Bukovec,942143
Hoey/MacNeil,942144
MacNeil/Hoey,942146
Wheelan/Grabovskyy,942147
Hoey/MacNeil,942148
Dayra/Claudia,942149
YOUSEF ALDAWOOD/ABULLAH ALHARBI,942150
ABULLAH ALHARBI/FAHAD ALMUWALLAD,942151
Sivolap/Yarzutkin,942152
Oudom/Manophet,942153
C. Thongsavanh/A. Xayyavong,942154
Chiyo/Yurika,942155
Sawame/Yurika,942156
Radarong/Naraphornrapat,942157
Laird/Palmer,942158
Kendall/Weiler,942159
Hermannova/Slukova,942160
Hermannova/Slukova,942161
Hermannova/Slukova,942162
Hermannova/Slukova,942163
Hermannova/Slukova,942164
