code,name,federation_code,no,gender,noevent,start_date,end_date
WCC20R2B,CAVB Continental Cup 2020 - 2nd Round B (Po,,5613,1,0,2020-03-26,2020-03-28
WCC20R2C,CAVB Continental Cup 2020 - 2nd Round C,,5614,1,0,2020-03-07,2020-03-07
WCC20R2D,CAVB Continental Cup 2020 - 2nd Round D ,,5615,1,0,2020-03-10,2020-03-12
MCC20R2A,CAVB Continental Cup 2020 - 2nd Round A (Po,,5616,0,0,2020-03-20,2020-03-22
MCC20R2B,CAVB Continental Cup 2020 - 2nd Round B (Po,,5617,0,0,2020-03-27,2020-03-29
MCC20R2C,CAVB Continental Cup 2020 - 2nd Round C,,5618,0,0,2020-03-13,2020-03-15
MCC20R2D,CAVB Continental Cup 2020 - 2nd Round D (Po,,5619,0,0,2020-03-27,2020-03-29
FCSVSA2,Lima (2a Etapa CSVP) ,,5620,1,0,2020-03-13,2020-03-15
MCSVSA2,Lima (2a Etapa CSVP) ,,5621,0,0,2020-03-13,2020-03-15
FCSVSA3,San Juan de los Morros (3a Etapa CSVP) (POS,,5622,1,0,2020-03-20,2020-03-22
MCSVSA3,San Juan de los Morros (3a Etapa CSVP) (POS,,5623,0,0,2020-03-20,2020-03-22
F20CC2F2,San Juan de los Morros (Continental Cup) (P,,5624,1,0,2020-03-18,2020-03-19
WNZL2020,Mount Maunganui,,5625,1,0,2020-03-10,2020-03-12
MNZL2020,Mount Maunganui,,5626,0,0,2020-03-10,2020-03-12
NRWA0120,Kigali,,5627,0,0,2020-02-23,2020-02-23
NRWA0220,Kigali,,5628,1,0,2020-02-23,2020-02-23
NRWA0320,Kigali,,5629,0,0,2020-03-01,2020-03-01
NRWA0420,Kigali,,5630,1,0,2020-03-01,2020-03-01
NRWA0520,Huye,,5631,0,0,2020-03-07,2020-03-08
NRWA0620,Huye,,5632,1,0,2020-03-07,2020-03-08
NRWA0720,Kigali,,5633,0,0,2020-03-15,2020-03-15
NRWA0820,Kigali,,5634,1,0,2020-03-15,2020-03-15
NRWA0920,Rubavu,,5635,0,0,2020-03-22,2020-03-23
NRWA1020,Rubavu,,5636,1,0,2020-03-22,2020-03-23
NRWA1120,Kigali,,5637,0,0,2020-04-05,2020-04-05
NRWA1220,Kigali,,5638,1,0,2020-04-05,2020-04-05
NRWA1320,Kigali,,5639,0,0,2020-05-03,2020-05-04
NRWA1420,Kigali,,5640,1,0,2020-05-03,2020-05-04
NRWA1520,Rubavu,,5641,0,0,2020-05-10,2020-05-11
NRWA1620,Rubavu,,5642,1,0,2020-05-10,2020-05-11
WCC20NOA,Women Beach Volleyball CC 2nd Phase ,,5643,1,0,2020-03-20,2020-03-22
MCC20NOA,Men Beach Volleyball CC 2nd Phase ,,5644,0,0,2020-03-20,2020-03-22
MCSV1U19,Santa Cruz de la Sierra (1ª Etapa U19)  (PO,,5645,0,0,2020-03-27,2020-03-29
FCSV1U19,Santa Cruz de la Sierra (1ª Etapa U19)  (PO,,5646,1,0,2020-03-27,2020-03-29
NSUI0120,Locarno (Cancelled),,5647,0,0,2020-05-29,2020-06-01
NSUI0220,Locarno (Cancelled),,5648,1,0,2020-05-29,2020-06-01
NSUI0320,Olten (Cancelled),,5649,0,0,2020-06-11,2020-06-14
NSUI0420,Olten (Cancelled),,5650,1,0,2020-06-11,2020-06-14
NSUI0520,Kloten (Cancelled),,5651,0,0,2020-06-25,2020-06-28
NSUI0620,Kloten (Cancelled),,5652,1,0,2020-06-25,2020-06-28
NSUI0720,Geneva (Cancelled),,5653,0,0,2020-07-02,2020-07-05
NSUI0820,Geneva (Cancelled),,5654,1,0,2020-07-02,2020-07-05
NSUI0920,Basel (Cancelled),,5655,0,0,2020-07-25,2020-07-28
NSUI1020,Basel (Cancellled),,5656,1,0,2020-07-25,2020-07-28
NSUI1120,Rorschach (Cancelled),,5657,0,0,2020-08-20,2020-08-23
NSUI1220,Rorschach (Cancelled),,5658,1,0,2020-08-20,2020-08-23
NSUI1320,Bern (Cancelled),,5659,0,0,2020-09-02,2020-09-04
NSUI1420,Bern (Cancelled),,5660,1,0,2020-09-02,2020-09-04
NGER0920,Duesseldorf,,5669,1,0,2020-07-17,2020-07-19
NGER1120,Duesseldorf,,5671,0,0,2020-07-24,2020-07-26
NGER1320,Duesseldorf,,5673,0,0,2020-08-07,2020-08-09
NGER1420,Duesseldorf,,5674,1,0,2020-07-31,2020-08-02
NGER1520,Hamburg,,5675,0,0,2020-08-21,2020-08-23
NGER1620,Hamburg,,5676,1,0,2020-08-14,2020-08-16
NGER1720,Timmendorfer Strand,,5677,0,0,2020-09-03,2020-09-06
NGER1820,Timmendorfer Strand,,5678,1,0,2020-09-03,2020-09-06
W19CAN20,Women U19 African Nations BVB CUP – 2020,,5679,1,0,2020-05-08,2020-05-10
M19CAN20,MEN U19 African Nations BVB CUP – 2020,,5680,0,0,2020-05-04,2020-05-06
MRAJ2020,Raja Ampat (Cancelled) ,,5681,0,950,2020-06-12,2020-06-14
WRAJ2020,Raja Ampat (Cancelled),,5682,1,950,2020-06-12,2020-06-14
NFRA0120,NANTES Cancelled,,5683,0,0,2020-05-08,2020-05-10
NFRA0220,MONTBELIARD (new dates after postponement),,5684,0,0,2020-09-19,2020-09-20
NFRA0320,MONTBELIARD (new dates after postponement),,5685,1,0,2020-09-19,2020-09-20
NFRA0420,DIJON (new dates after postponement),FRA,5686,0,0,2020-09-12,2020-09-13
NFRA0520,ORLEANS Cancelled,,5687,0,0,2020-06-06,2020-06-07
NFRA0620,ORLEANS Cancelled,,5688,1,0,2020-06-06,2020-06-07
NFRA0720,SAINT MARTIN DE RE Cancelled,,5689,0,0,2020-06-12,2020-06-14
NFRA0820,SAINT MARTIN DE RE Cancelled,,5690,1,0,2020-06-12,2020-06-14
NFRA0920,TORCY Cancelled,,5691,1,0,2020-06-20,2020-06-21
NFRA1020,SAINTES Cancelled,,5692,1,0,2020-06-26,2020-06-28
NFRA1120,LE TOUQUET Cancelled,,5693,0,0,2020-07-03,2020-07-05
NFRA1220,LE TOUQUET Cancelled,,5694,1,0,2020-07-03,2020-07-05
NFRA1320,DUNKERQUE Cancelled,,5695,0,0,2020-07-10,2020-07-12
NFRA1420,DUNKERQUE Cancelled,,5696,1,0,2020-07-10,2020-07-12
NFRA1520,SAINT-QUAY-PORTRIEUX Cancelled,,5697,0,0,2020-07-31,2020-08-02
NFRA1620,SAINT-QUAY-PORTRIEUX Cancelled,,5698,1,0,2020-07-31,2020-08-02
NFRA1720,DUNKERQUE,,5699,0,0,2020-08-06,2020-08-09
NFRA1820,DUNKERQUE,,5700,1,0,2020-08-06,2020-08-09
MIOS2020,Ios (Cancelled),GRE,5701,0,951,2020-06-13,2020-06-14
WIOS2020,Ios (Cancelled),GRE,5702,1,951,2020-06-13,2020-06-14
WKLA2020,Klaipėda (Cancelled),LTU,5703,1,952,2020-08-28,2020-08-30
WLAR2020,Larnaka (Cancelled),CYP,5704,1,953,2020-09-26,2020-09-27
MMON2020,Montpellier,FRA,5705,0,954,2020-08-26,2020-08-29
WBET2020,Bettystown (Cancelled),IRL,5706,0,955,2020-07-18,2020-07-19
MSON2020,Sonderborg (Cancelled),DEN,5707,0,956,2020-08-21,2020-08-22
MVAD2020,Vaduz (Cancelled),LIE,5708,0,957,2020-08-06,2020-08-09
WVAD2020,Vaduz (Cancelled),LIE,5709,1,957,2020-08-06,2020-08-09
MLJU2020,Ljubljana,SLO,5710,0,958,2020-07-31,2020-08-02
WLJU2020,Ljubljana,SLO,5711,1,958,2020-07-31,2020-08-02
WCT20N01,Aguascalientes (Postponed),,5712,1,0,2020-04-16,2020-04-19
MCT20N01,Aguascalientes (Postponed),,5713,0,0,2020-04-16,2020-04-19
WCC19NOC,CAZOVA WOMEN´S CONTINENTAL CUP,,5717,1,0,2019-11-16,2019-11-16
NCZE0120,Litomerice,"""""",5720,1,0,2020-05-29,2020-05-31
NCZE0220,Praha (Cancelled),"""""",5721,0,0,2020-05-29,2020-05-31
NCZE0320,Praha,"""""",5722,1,0,2020-06-05,2020-06-07
NCZE0420,Nymburk,"""""",5723,1,0,2020-06-12,2020-06-14
NCZE0520,Opava (Cancelled),"""""",5724,0,0,2020-06-12,2020-06-14
NCZE0620,Chodov,"""""",5725,1,0,2020-06-19,2020-06-21
NCZE0720,Praha,"""""",5726,1,0,2020-06-26,2020-06-28
NCZE0820,Pnov-Predhradi (Cancelled),"""""",5727,0,0,2020-06-26,2020-06-28
NCZE0920,Doubravice (Cancelled),"""""",5728,0,0,2020-07-03,2020-07-05
NCZE1020,Podebrady (Cancelled),"""""",5729,0,0,2020-07-10,2020-07-12
NCZE1120,Opava (Cancelled),"""""",5730,1,0,2020-07-10,2020-07-12
NCZE1420,Jihlava (Cancelled),"""""",5733,1,0,2020-07-17,2020-07-19
NCZE1520,Litomerice (Cancelled),"""""",5734,0,0,2020-07-17,2020-07-19
NCZE1620,Brno,"""""",5735,1,0,2020-08-07,2020-08-09
NCZE1720,Opava,"""""",5736,0,0,2020-08-28,2020-08-30
NCZE1820,Opava,"""""",5737,1,0,2020-08-28,2020-08-30
NSLO0120,PREDDVORKRANJ,SLO,5738,0,0,2020-06-13,2020-06-14
NSLO0220,PREDDVORKRANJ,SLO,5739,1,0,2020-06-13,2020-06-14
NSLO0320,ZUZEMBERK (Cancelled),SLO,5740,0,0,2020-07-02,2020-07-04
NSLO0420,ZUZEMBERK (Cancelled),SLO,5741,1,0,2020-07-02,2020-07-04
NSLO0520,KOSTANJEVICA (Cancelled),SLO,5742,0,0,2020-07-09,2020-07-11
NSLO0620,MOKRONOG (Cancelled),SLO,5743,0,0,2020-07-16,2020-07-18
NSLO0720,MOKRONOG (Cancelled),SLO,5744,1,0,2020-07-16,2020-07-18
NSLO0820,KRANJ,SLO,5745,0,0,2020-07-23,2020-07-25
NSLO0920,KRANJ,SLO,5746,1,0,2020-07-23,2020-07-25
NCZE1920,Chodov,CZE,5747,0,0,2020-06-19,2020-06-21
MKOTC202,King of the Court tournament,,5748,0,960,2020-09-10,2020-09-12
WKOTC202,King of the Court tournament,,5749,1,960,2020-09-10,2020-09-12
NLAT0120,Ventspils,LAT,5750,0,0,2020-07-04,2020-07-05
NLAT0220,Ventspils,LAT,5751,1,0,2020-07-04,2020-07-05
NLAT0320,Jurmala,LAT,5752,0,0,2020-07-17,2020-07-19
NLAT0420,Jurmala,LAT,5753,1,0,2020-07-17,2020-07-19
NLAT0520,Saulkrasti,LAT,5754,0,0,2020-07-23,2020-07-25
NLAT0620,Daugavpils,LAT,5755,0,0,2020-08-08,2020-08-09
NLAT0720,Daugavpils,LAT,5756,1,0,2020-08-08,2020-08-09
NLAT0820,Cesis,LAT,5757,0,0,2020-08-14,2020-08-16
NLAT0920,Cesis,LAT,5758,1,0,2020-08-15,2020-08-16
MLAT2020,2020 CEV European Championships,LAT,5760,0,1011,2020-09-16,2020-09-20
WLAT2020,2020 CEV European Championships,LAT,5761,1,1011,2020-09-15,2020-09-19
MBAD2020,Baden,AUT,5762,0,962,2020-08-21,2020-08-23
WBAD2020,Baden,AUT,5763,1,962,2020-08-21,2020-08-23
MVIL2020,Vilnius,LTU,5764,0,963,2020-09-11,2020-09-13
WVIL2020,Vilnius,LTU,5765,1,963,2020-09-11,2020-09-13
NLTU0120,Vilnuis,LTU,5766,0,0,2020-08-15,2020-08-16
NLTU0220,Vilnius,LTU,5767,1,0,2020-08-15,2020-08-16
NRUS0120,Anapa,RUS,5768,0,0,2020-09-02,2020-09-06
NRUS0220,Anapa,RUS,5769,1,0,2020-09-02,2020-09-06
NRUS0320,Sochi,RUS,5770,0,0,2020-09-10,2020-09-14
NRUS0420,Sochi,RUS,5771,1,0,2020-09-10,2020-09-13
NAUT0120,Innsbruck,AUT,5772,0,0,2020-08-01,2020-08-02
NAUT0220,Innsbruck,AUT,5773,1,0,2020-08-01,2020-08-02
NAUT0320,Wolfurt,AUT,5774,0,0,2020-08-07,2020-08-09
NAUT0420,Wolfurt,AUT,5775,1,0,2020-08-07,2020-08-09
NAUT0520,Baden,AUT,5776,0,0,2020-08-28,2020-08-30
NAUT0620,Baden,AUT,5777,1,0,2020-08-28,2020-08-30
NAUT0720,St.Johann (Cancelled),AUT,5778,0,0,2020-09-04,2020-09-06
NAUT0820,St.Johann (Cancelled),AUT,5779,1,0,2020-09-04,2020-09-06
NPOL0120,Kolobrzeg,POL,5780,0,0,2020-07-31,2020-08-02
NPOL0220,Cieszyn,POL,5781,1,0,2020-08-07,2020-08-09
NPOL0320,Cieszyn,POL,5782,0,0,2020-08-07,2020-08-09
NPOL0420,Myslenice,POL,5783,0,0,2020-08-14,2020-08-16
NPOL0520,Myslenice,POL,5784,1,0,2020-08-14,2020-08-16
NPOL0620,Bialystok,POL,5785,0,0,2020-08-22,2020-08-23
NPOL0720,Bialystok,POL,5786,1,0,2020-08-22,2020-08-23
NCZE2020,Praha,CZE,5787,0,0,2020-06-05,2020-06-07
NITA0120,Caorle,ITA,5788,0,0,2020-08-28,2020-08-30
NITA0220,Caorle,,5789,1,0,2020-08-27,2020-08-30
NPOL0820,Warsaw,POL,5790,0,0,2020-08-22,2020-08-23
NPOL0920,Myslowice Final,,5791,0,0,2020-08-28,2020-08-30
NPOL1020,Myslowice Final,,5792,1,0,2020-08-28,2020-08-30
NMOZ0119,Maputo,MOZ,5793,0,0,2019-01-27,2019-01-27
NMOZ0219,Maputo,,5794,1,0,2019-01-27,2019-01-27
NMOZ0319,Maputo,,5795,0,0,2019-03-03,2019-03-03
NMOZ0419,Maputo,,5796,1,0,2019-03-03,2019-03-03
NMOZ0519,Maputo,,5797,0,0,2019-03-31,2019-03-31
NMOZ0619,Maputo,MOZ,5798,1,0,2019-03-31,2019-03-31
NMOZ0719,Maputo,,5799,0,0,2019-04-28,2019-04-28
NMOZ0819,Maputo,MOZ,5800,1,0,2019-04-28,2019-04-28
NMOZ0919,Maputo,,5801,0,0,2019-05-26,2019-05-26
NMOZ1019,Maputo,,5802,1,0,2019-05-26,2019-05-26
NMOZ1119,Maputo,,5803,0,0,2019-07-29,2019-07-29
NMOZ1219,Maputo,,5804,1,0,2019-07-29,2019-07-29
NMOZ1319,Maputo,,5805,0,0,2019-08-01,2019-08-01
NMOZ1419,Maputo,,5806,1,0,2019-08-01,2019-08-01
NMOZ1519,Maputo,,5807,0,0,2019-09-29,2019-09-29
NMOZ1619,Maputo,,5808,1,0,2019-09-29,2019-09-29
NMOZ1719,Maputo,,5809,0,0,2019-10-28,2019-10-28
NMOZ1819,Maputo,,5810,1,0,2019-10-28,2019-10-28
NMOZ1919,Maputo,,5811,0,0,2019-12-01,2019-12-01
NMOZ2019,Maputo,,5812,1,0,2019-12-01,2019-12-01
NCZE2120,Praha,,5813,0,0,2020-08-14,2020-08-16
NNED0120,Almelo,,5814,0,0,2020-08-08,2020-08-09
NNED0220,Almelo,,5815,1,0,2020-08-08,2020-08-09
NNED0320,Zaanstad,,5816,0,0,2020-08-15,2020-08-16
NNED0420,Zaanstad,,5817,1,0,2020-08-15,2020-08-16
NNED0520,Scheveningen NK Beach,,5818,0,0,2020-08-21,2020-08-23
NNED0620,Scheveningen NK Beach,,5819,1,0,2020-08-21,2020-08-23
NNED0720,Heerenveen,,5820,0,0,2020-08-29,2020-08-30
NNED0820,Heerenveen,,5821,1,0,2020-08-29,2020-08-30
NNED0920,Breda,,5822,0,0,2020-09-05,2020-09-06
NNED1020,Breda,,5823,1,0,2020-09-05,2020-09-06
NNED1120,Utrecht,,5824,0,0,2020-09-12,2020-09-13
NNED1220,Utrecht,,5825,1,0,2020-09-12,2020-09-13
NJPN0120,Tachikawa Tokyo,,5826,0,0,2020-10-31,2020-11-01
NJPN0220,Tachikawa Tokyo,,5827,1,0,2020-10-31,2020-11-01
NNZL0121,Nelson,,5828,0,0,2021-01-09,2021-01-10
NNZL0221,Nelson,NZL,5829,1,0,2021-01-09,2021-01-10
NNZL0321,Ruakaka,,5830,0,0,2021-01-23,2021-01-24
NNZL0421,Ruakaka,,5831,1,0,2021-01-23,2021-01-24
NNZL0521,Christchurch,,5832,0,0,2021-02-19,2021-02-21
NNZL0621,Christchurch,,5833,1,0,2021-02-19,2021-02-21
NNZL0721,Mt Maunganui,,5834,0,0,2021-03-12,2021-03-14
NNZL0821,Mt Maunganui,,5835,1,0,2021-03-12,2021-03-14
NNZL0921,Mt Maunganui,,5836,0,0,2021-03-19,2021-03-21
NNZL1021,Mt Maunganui,,5837,1,0,2021-03-19,2021-03-21
NBRA0120,Saquarema Rio de Janeiro,,5838,1,0,2020-09-20,2020-09-20
NBRA0220,Saquarema Rio de Janeiro,,5839,0,0,2020-09-27,2020-09-27
NBRA0320,Saquarema Rio de Janeiro,,5840,1,0,2020-10-18,2020-10-18
NBRA0420,Saquarema Rio de Janeiro,,5841,0,0,2020-10-25,2020-10-25
NBRA0520,Saquarema Rio de Janeiro,,5842,1,0,2020-11-08,2020-11-08
NBRA0620,Saquarema Rio de Janeiro,,5843,0,0,2020-11-15,2020-11-15
NBRA0720,City to be confirmed,,5844,1,0,2020-12-06,2020-12-06
NBRA0820,City to be confirmed,,5845,0,0,2020-12-06,2020-12-06
NBRA0920,City to be confirmed,,5846,1,0,2020-12-20,2020-12-20
NBRA1020,City to be confirmed,,5847,0,0,2020-12-20,2020-12-20
NLAT1020,Marupe CANCELLED,,5848,1,0,2020-12-05,2020-12-05
MTAV2020,Ramat Gan MEVZA Zonal,ISR,5849,0,0,2020-12-18,2020-12-19
WTAV2020,Ramat Gan MEVZA Zonal,ISR,5850,1,0,2020-12-18,2020-12-19
NAUS0121,"Thompsons Beach, Cobram VIC",,5852,0,0,2021-01-22,2021-01-24
NAUS0221,"Thompsons Beach, Cobram VIC",,5853,1,0,2021-01-22,2021-01-24
NAUS0321,"Glenelg Beach Open, SA",,5854,0,0,2021-02-05,2021-02-07
NAUS0421,"Glenelg Beach Open, SA",,5855,1,0,2021-02-05,2021-02-07
NAUS0521,"Manly Beach, Sydney NSW",,5856,0,0,2021-02-19,2021-02-21
NAUS0621,"Manly Beach, Sydney NSW",,5857,1,0,2021-02-19,2021-02-21
NAUS0721,"Coolangatta Beach, Gold Coast QLD",,5858,0,0,2021-03-12,2021-03-14
NAUS0821,"Coolangatta Beach, Gold Coast QLD",,5859,1,0,2021-03-12,2021-03-14
WDOH2021,Katara Cup,QAT,5860,1,1013,2021-03-09,2021-03-12
MDOH2021,Katara Cup,QAT,5861,0,1013,2021-03-09,2021-03-12
MQAT2021,Doha 1 Star,QAT,5862,0,1012,2021-02-24,2021-02-26
MKOP2021,CEV U18 ECH - Ljubljana,SLO,5864,0,1065,2021-09-02,2021-09-05
WKOP2021,CEV U18 ECH - Ljubljana,SLO,5865,1,1065,2021-09-02,2021-09-05
MIZM2021,CEV U20 ECH - Izmir,TUR,5866,0,0,2021-07-08,2021-07-11
WIZM2021,CEV U20 ECH - Izmir,TUR,5867,1,0,2021-07-08,2021-07-11
MBAD2021,CEV U22 ECH - Baden,AUT,5868,0,1046,2021-05-13,2021-05-16
WBAD2021,CEV U22 ECH - Baden,AUT,5869,1,1046,2021-05-13,2021-05-16
MAUT2021,CEV European Championships - Vienna,AUT,5870,0,1058,2021-08-12,2021-08-15
WAUT2021,CEV European Championships - Vienna,AUT,5871,1,1058,2021-08-11,2021-08-14
MTOK2020,Tokyo Olympic Games - Men's Tournament,JPN,5872,0,945,2021-07-24,2021-08-07
WTOK2020,Tokyo Olympic Games - Women's Tournament,JPN,5873,1,945,2021-07-24,2021-08-06
NURU0121,Playa Pocitos,,5874,0,0,2021-02-21,2021-02-21
NURU0221,Playa Pocitos,,5875,0,0,2021-03-07,2021-03-07
NURU0321,Playa Pocitos,,5876,0,0,2021-03-14,2021-03-14
CCSFFVEN,San Juan de los Morros SF Continental Cup  ,,5877,1,0,2021-03-12,2021-03-13
CCSFFPAR,Asunción SF Continental Cup,,5878,1,0,2021-03-13,2021-03-13
MCSVSAF,Santiago - FINAL CSVP 19/20,,5879,0,0,2021-03-28,2021-03-29
MCSVSA01,Santiago - 1ª Etapa CSVP 21/22,,5880,0,0,2021-03-30,2021-03-31
FCSVSA01,Santiago - 1ª Etapa CSVP 21/22,,5881,1,0,2021-03-30,2021-03-31
MCOR2021,A Coruna (Cancelled),ESP,5882,0,0,2021-05-20,2021-05-23
WCOR2021,A Coruna (Cancelled),ESP,5883,1,0,2021-05-20,2021-05-23
MSOF2021,Sofia,BUL,5884,0,1017,2021-05-21,2021-05-23
WSOF2021,Sofia,BUL,5885,1,1017,2021-05-21,2021-05-23
MSFI2021,Sofia,BUL,5886,0,1021,2021-06-11,2021-06-13
WSFI2021,Sofia,BUL,5887,1,1021,2021-06-11,2021-06-13
MLEU2021,Leuven,BEL,5888,0,1024,2021-07-16,2021-07-18
WLEU2021,Leuven,BEL,5889,1,1024,2021-07-16,2021-07-18
MSFA2021,Sofia - Men,BUL,5890,0,1025,2021-07-16,2021-07-18
WSFA2021,Sofia - Women,BUL,5891,1,1052,2021-07-23,2021-07-25
MLJU2021,Ljubljana,SLO,5892,0,1027,2021-07-30,2021-08-01
WLJU2021,Ljubljana,SLO,5893,1,1027,2021-07-30,2021-08-01
MSOI2021,Sofia,BUL,5894,0,1028,2021-08-06,2021-08-08
WSOI2021,Sofia,BUL,5895,1,1028,2021-08-06,2021-08-08
FCSVSAF,Santiago - FINAL CSVP 19/20,,5896,1,0,2021-03-28,2021-03-29
NTAN0121,DAR ES SALAAM,TAN,5897,0,0,2021-03-13,2021-03-14
NTAN0221,DAR ES SALAAM,,5898,1,0,2021-03-13,2021-03-14
NTAN0321,DAR ES SALAAM,,5899,0,0,2021-05-29,2021-05-30
NTAN0421,DAR ES SALAAM,,5900,1,0,2021-05-29,2021-05-30
NTAN0521,DAR ES SALAAM,,5901,0,0,2021-10-29,2021-10-31
NTAN0621,DAR ES SALAAM,,5902,1,0,2021-10-29,2021-10-31
MCAN2021,Cancun Hub - 1st event,MEX,5903,0,1014,2021-04-17,2021-04-20
WCAN2021,Cancun Hub - 1st event,MEX,5904,1,1014,2021-04-17,2021-04-20
MMEX2021,Cancun Hub - 2nd event,MEX,5905,0,1015,2021-04-23,2021-04-26
WMEX2021,Cancun Hub - 2nd event,MEX,5906,1,1015,2021-04-23,2021-04-26
MCUN2021,Cancun Hub - 3rd event,MEX,5907,0,1016,2021-04-29,2021-05-02
WCUN2021,Cancun Hub - 3rd event,MEX,5908,1,1016,2021-04-29,2021-05-02
MSOC2021,Sochi,RUS,5909,0,1018,2021-05-27,2021-05-30
WSOC2021,Sochi,RUS,5910,1,1018,2021-05-27,2021-05-30
MCZE2021,Ostrava,CZE,5911,0,1020,2021-06-03,2021-06-06
WCZE2021,Ostrava,CZE,5912,1,1020,2021-06-03,2021-06-06
MGST2021,Gstaad,SUI,5913,0,1022,2021-07-07,2021-07-11
WGST2021,Gstaad,SUI,5914,1,1022,2021-07-07,2021-07-11
MPRA2021,Prague,CZE,5915,0,1019,2021-08-20,2021-08-22
WPRA2021,Prague,CZE,5916,1,1019,2021-08-20,2021-08-22
MITA2021,"World Tour Finals - Cagliari, Sardinia",,5917,0,1029,2021-10-06,2021-10-10
WITA2021,"World Tour Finals - Cagliari, Sardinia",,5918,1,1029,2021-10-06,2021-10-10
MRUB2021,Rubavu,RWA,5919,0,1023,2021-07-15,2021-07-18
WRUB2021,Rubavu,RWA,5920,1,1023,2021-07-15,2021-07-18
NRSA0121,Cape Town,,5921,0,0,2021-03-20,2021-03-21
NRSA0221,Cape Town,,5922,1,0,2021-03-20,2021-03-21
NRSA0321,Cape Town,,5923,0,0,2021-03-27,2021-03-28
NRSA0421,Cape Town,,5924,1,0,2021-03-27,2021-03-28
NRSA0521,Cape Town,,5925,0,0,2021-04-03,2021-04-04
NRSA0621,Cape Town,,5926,1,0,2021-04-03,2021-04-04
NRSA0721,Cape Town,,5927,0,0,2021-04-10,2021-04-11
NRSA0821,Cape Town,,5928,1,0,2021-04-10,2021-04-11
NRSA0921,Cape Town,,5929,0,0,2021-04-17,2021-04-18
NRSA1021,Cape Town,,5930,1,0,2021-04-17,2021-04-18
MTEST,TEST,,5931,0,0,2021-08-23,2021-08-20
WTEST,TEST,,5932,1,0,2021-08-05,2021-08-11
NSUI0121,Olten,,5933,0,0,2021-07-29,2021-08-01
NSUI0221,Olten,,5934,1,0,2021-07-29,2021-08-01
NMOZ0121,Maputo,,5935,0,0,2021-04-18,2021-04-18
NMOZ0221,Maputo,MOZ,5936,1,0,2021-04-18,2021-04-18
NMOZ0321,Maputo,,5937,0,0,2021-04-25,2021-04-25
NMOZ0421,Maputo,MOZ,5938,1,0,2021-04-25,2021-04-25
NMOZ0521,Maputo,MOZ,5939,0,0,2021-05-02,2021-05-02
NMOZ0621,Maputo,,5940,1,0,2021-05-02,2021-05-02
NMOZ0721,Maputo,,5941,0,0,2021-05-09,2021-05-09
NMOZ0821,Maputo,,5942,1,0,2021-05-09,2021-05-09
NMOZ0921,Maputo,,5943,0,0,2021-05-16,2021-05-16
NRSA1121,Durban,RSA,5944,0,0,2021-04-24,2021-04-25
NRSA1221,Durban,,5945,1,0,2021-04-24,2021-04-25
NRSA1321,Durban,,5946,0,0,2021-05-01,2021-05-02
NRSA1421,Durban,,5947,1,0,2021-05-01,2021-05-02
NRSA1521,Durban,,5948,0,0,2021-05-08,2021-05-09
NRSA1621,Durban,,5949,1,0,2021-05-08,2021-05-09
NRSA1721,Cape Town,,5950,0,0,2021-05-22,2021-05-23
NRSA1821,Cape Town,,5951,1,0,2021-05-22,2021-05-23
NRSA1921,Cape Town,,5952,0,0,2021-05-29,2021-05-30
NRSA2021,Cape Town,,5953,1,0,2021-05-29,2021-05-30
NSUI0321,Genf,,5954,0,0,2021-08-12,2021-08-15
NSUI0421,Genf,,5955,1,0,2021-08-12,2021-08-15
NSUI0521,Locarno,,5956,0,0,2021-06-24,2021-06-27
NSUI0621,Locarno,,5957,1,0,2021-06-24,2021-06-27
NSUI0721,Kloten,,5958,0,0,2021-07-01,2021-07-04
NSUI0821,Kloten,,5959,1,0,2021-07-01,2021-07-04
NSUI0921,Basel,,5960,0,0,2021-07-17,2021-07-20
NSUI1021,Basel,,5961,1,0,2021-07-17,2021-07-20
NSUI1121,Rorschach,,5962,0,0,2021-08-26,2021-08-29
NSUI1221,Rorschach,,5963,1,0,2021-08-26,2021-08-29
NSUI1321,Bern,,5964,0,0,2021-09-01,2021-09-03
NSUI1421,Bern,,5965,1,0,2021-09-01,2021-09-03
NMOZ1021,Maputo,,5966,1,0,2021-05-16,2021-05-16
NMOZ1121,Maputo,,5967,0,0,2021-05-23,2021-05-23
NMOZ1221,Maputo,,5968,1,0,2021-05-23,2021-05-23
NMOZ1321,Maputo,,5969,0,0,2021-05-30,2021-05-30
NMOZ1421,Maputo,,5970,1,0,2021-05-30,2021-05-30
NMOZ1521,Maputo,,5971,0,0,2021-06-06,2021-06-06
NMOZ1621,Maputo,,5972,1,0,2021-06-06,2021-06-06
NMOZ1721,Maputo,,5973,0,0,2021-06-13,2021-06-13
NMOZ1821,Maputo,,5974,1,0,2021-06-13,2021-06-13
NJPN0121,Tachikawa,,5975,0,0,2021-05-08,2021-05-09
NJPN0221,Tachikawa,,5976,1,0,2021-05-08,2021-05-09
NJPN0321,Hiratsuka,,5977,0,0,2021-08-28,2021-08-29
NJPN0421,Hiratsuka,,5978,1,0,2021-08-28,2021-08-29
NJPN0521,Sapporo (cancelled),,5979,0,0,2021-07-10,2021-07-11
NJPN0621,Sapporo (cancelled),,5980,1,0,2021-07-10,2021-07-11
NJPN0721,Okinawa (cancelled),,5981,0,0,2021-09-04,2021-09-05
NJPN0821,Okinawa (cancelled),,5982,1,0,2021-09-04,2021-09-05
NJPN0921,Nagoya,,5983,0,0,2021-09-11,2021-09-12
