no,code,name,bracket,NoTournament_id
56281,F3,Final 3rd Place,F,4513
56282,F1,Final 1st Place,F,4513
56283,PA,Pool A,A,4520
56284,SF,Semifinals,S,4520
56285,F3,Final 3rd Place,F,4520
56286,F1,Final 1st Place,F,4520
56287,I,Round 1,W,4506
56288,II,Round 2,W,4506
56289,R7,Loser are ranked 7th,L,4506
56290,R5,Loser are ranked 5th,L,4506
56291,SF,Semifinals,W,4506
56292,F3,Final 3rd Place,F,4506
56293,F1,Final 1st Place,F,4506
56294,I,Round 1,W,4507
56295,II,Round 2,W,4507
56296,R7,Loser are ranked 7th,L,4507
56297,R5,Loser are ranked 5th,L,4507
56298,SF,Semifinals,W,4507
56299,F3,Final 3rd Place,F,4507
56300,F1,Final 1st Place,F,4507
56301,PA,Pool A,A,4390
56302,PB,Pool B,B,4390
56303,PC,Pool C,C,4390
56304,PD,Pool D,D,4390
56305,R12,Round of 12,W,4390
56306,QF,Quarterfinals,W,4390
56307,SF,Semifinals,S,4390
56308,F3,Final 3rd Place,F,4390
56309,F1,Final 1st Place,F,4390
56344,PA,Pool A,A,4529
56345,PO,Playoff,PO,4529
56346,F1,Final 1st Place,F,4529
56382,I,Round 1,W,4528
56383,II,Round 2,W,4528
56384,R7,Loser are ranked 7th,L,4528
56385,R5,Loser are ranked 5th,L,4528
56386,SF,Semifinals,W,4528
56387,F3,Final 3rd Place,F,4528
56388,F1,Final 1st Place,F,4528
56427,PA,Pool A,A,4526
56428,PB,Pool B,B,4526
56429,PC,Pool C,C,4526
56430,PD,Pool D,D,4526
56431,R12,Round of 12,W,4526
56432,QF,Quarterfinals,W,4526
56433,SF,Semifinals,S,4526
56434,F3,Final 3rd Place,F,4526
56435,F1,Final 1st Place,F,4526
56437,F1,Final,F,4527
56452,PA,Pool A,A,4499
56453,PB,Pool B,B,4499
56454,PC,Pool C,C,4499
56455,PD,Pool D,D,4499
56456,QF,Quarterfinals,W,4499
56457,C9-12,Classification 5-12,L,4499
56458,LQF,Loser Quarterfinals,L,4499
56459,SF,Semifinals,S,4499
56460,LSF,Loser Semifinals,L,4499
56461,F11,Final 11th Place,F,4499
56462,F9,Final 9th Place,F,4499
56463,F7,Final 7th Place,F,4499
56464,F5,Final 5th Place,F,4499
56465,F3,Final 3rd Place,F,4499
56466,F1,Final 1st Place,F,4499
56482,QF,Quarter-finals,Q,4393
56483,SF,Semi-finals,S,4393
56484,F3,Final 3rd Place,F,4393
56485,F1,Final 1st Place,F,4393
56490,QF,Quarter-finals,Q,4392
56491,SF,Semi-finals,S,4392
56492,F3,Final 3rd Place,F,4392
56493,F1,Final 1st Place,F,4392
56526,I,Round 1,W,4407
56527,II,Round 2,W,4407
56528,I,Round 1,W,4408
56529,II,Round 2,W,4408
56530,PA,Pool A,A,4407
56531,PB,Pool B,B,4407
56532,PC,Pool C,C,4407
56533,PD,Pool D,D,4407
56534,R12,Round of 12,W,4407
56535,QF,Quarterfinals,W,4407
56536,SF,Semifinals,S,4407
56537,F3,Final 3rd Place,F,4407
56538,F1,Final 1st Place,F,4407
56563,PA,Pool A,A,4498
56564,PB,Pool B,B,4498
56565,PC,Pool C,C,4498
56566,PD,Pool D,D,4498
56567,QF,Quarterfinals,W,4498
56568,C9-12,Classification 5-12,L,4498
56569,LQF,Loser Quarterfinals,L,4498
56570,SF,Semifinals,S,4498
56571,LSF,Loser Semifinals,L,4498
56572,F11,Final 11th Place,F,4498
56573,F9,Final 9th Place,F,4498
56574,F7,Final 7th Place,F,4498
56575,F5,Final 5th Place,F,4498
56576,F3,Final 3rd Place,F,4498
56577,F1,Final 1st Place,F,4498
56578,PA,Pool A,A,4408
56579,PB,Pool B,B,4408
56580,PC,Pool C,C,4408
56581,PD,Pool D,D,4408
56582,R12,Round of 12,W,4408
56583,QF,Quarterfinals,W,4408
56584,SF,Semifinals,S,4408
56585,F3,Final 3rd Place,F,4408
56586,F1,Final 1st Place,F,4408
56606,I,Round 1,W,4510
56607,II,Round 2,W,4510
56608,R13,Loser are ranked 13th,L,4510
56609,R9,Loser are ranked 9th,L,4510
56610,III,Round 3,W,4510
56611,R7,Loser are ranked 7th,L,4510
56612,R5,Loser are ranked 5th,L,4510
56613,SF,Semifinals,W,4510
56614,F3,Final 3rd Place,F,4510
56615,F1,Final 1st Place,F,4510
56616,I,Round 1,W,4511
56617,II,Round 2,W,4511
56618,R7,Loser are ranked 7th,L,4511
56619,R5,Loser are ranked 5th,L,4511
56620,SF,Semifinals,W,4511
56621,F3,Final 3rd Place,F,4511
56622,F1,Final 1st Place,F,4511
56675,I,Round 1,W,4515
56676,II,Round 2,W,4515
56677,R7,Loser are ranked 7th,L,4515
56678,R5,Loser are ranked 5th,L,4515
56679,SF,Semifinals,W,4515
56680,F3,Final 3rd Place,F,4515
56681,F1,Final 1st Place,F,4515
56682,I,Round 1,W,4514
56683,II,Round 2,W,4514
56684,R9,Loser are ranked 9th,L,4514
56685,III,Round 3,W,4514
56686,R7,Loser are ranked 7th,L,4514
56687,R5,Loser are ranked 5th,L,4514
56688,SF,Semifinals,W,4514
56689,F3,Final 3rd Place,F,4514
56690,F1,Final 1st Place,F,4514
56727,PA,Pool A,A,4524
56728,PB,Pool B,B,4524
56729,PC,Pool C,C,4524
56730,PD,Pool D,D,4524
56731,QF,Quarterfinals,W,4524
56732,SF,Semifinals,S,4524
56733,F3,Final 3rd Place,F,4524
56734,F1,Final 1st Place,F,4524
56735,PA,Pool A,A,4525
56736,PB,Pool B,B,4525
56737,PC,Pool C,C,4525
56738,PD,Pool D,D,4525
56739,QF,Quarterfinals,W,4525
56740,SF,Semifinals,S,4525
56741,F3,Final 3rd Place,F,4525
56742,F1,Final 1st Place,F,4525
56805,PA,Pool A,A,4530
56806,PB,Pool B,B,4530
56807,PC,Pool C,C,4530
56808,PD,Pool D,D,4530
56809,QF,Quarterfinals,W,4530
56810,SF,Semifinals,S,4530
56811,F3,Final 3rd Place,F,4530
56812,F1,Final 1st Place,F,4530
56813,PA,Pool A,A,4531
56814,PB,Pool B,B,4531
56815,PC,Pool C,C,4531
56816,PD,Pool D,D,4531
56817,QF,Quarterfinals,W,4531
56818,SF,Semifinals,S,4531
56819,F3,Final 3rd Place,F,4531
56820,F1,Final 1st Place,F,4531
56825,PA,Pool A,A,4501
56826,PB,Pool B,B,4501
56827,PC,Pool C,C,4501
56828,PD,Pool D,D,4501
56829,QF,Quarterfinals,W,4501
56830,SF,Semifinals,S,4501
56831,F3,Final 3rd Place,F,4501
56832,F1,Final 1st Place,F,4501
56833,PA,Pool A,A,4500
56834,PB,Pool B,B,4500
56835,PC,Pool C,C,4500
56836,PD,Pool D,D,4500
56837,QF,Quarterfinals,W,4500
56838,SF,Semifinals,S,4500
56839,F3,Final 3rd Place,F,4500
56840,F1,Final 1st Place,F,4500
56884,I,Round 1,W,4484
56885,II,Round 2,W,4484
56886,R17,Losers are ranked 17th,L,4484
56887,III,Round 3,W,4484
56888,R13,Losers are ranked 13th,L,4484
56889,R9,Losers are ranked 9th,L,4484
56890,IV,Round 4,W,4484
56891,R7,Losers are ranked 7th,L,4484
56892,R5,Losers are ranked 5th,L,4484
56893,SF,Semifinals,S,4484
56894,F3,Final 3rd Place,F,4484
56895,F1,Final 1st Place,F,4484
56921,PA,Pool A,A,4485
56922,PB,Pool B,B,4485
56923,QF,Quarterfinals,Q,4485
56924,SF,Semifinals,S,4485
56925,F3,Final 3rd Place,F,4485
56926,F1,Final 1st Place,F,4485
56997,PA,Pool A,A,4550
56998,PB,Pool B,B,4550
56999,QF,Quarterfinals,Q,4550
57000,SF,Semifinals,S,4550
57001,F3,Final 3rd Place,F,4550
57002,F1,Final 1st Place,F,4550
57078,I,Round 1,W,4409
57079,II,Round 2,W,4409
57080,PA,Pool A,A,4409
57081,PB,Pool B,B,4409
57082,PC,Pool C,C,4409
57083,PD,Pool D,D,4409
57084,PE,Pool E,E,4409
57085,PF,Pool F,F,4409
57086,PG,Pool G,G,4409
57087,PH,Pool H,H,4409
57088,I,Round 1,W,4409
57089,II,Round 2,W,4409
57090,III,Round 3,W,4409
57091,SF,Semifinals,S,4409
57092,F3,Final 3rd Place,F,4409
57093,F1,Final 1st Place,F,4409
57214,I,Round 1,W,4546
57215,II,Round 2,W,4546
57216,R9,Loser are ranked 9th,L,4546
57217,III,Round 3,W,4546
57218,R7,Loser are ranked 7th,L,4546
57219,R5,Loser are ranked 5th,L,4546
57220,SF,Semifinals,W,4546
57221,F3,Final 3rd Place,F,4546
57222,F1,Final 1st Place,F,4546
57275,I,Round 1,W,4518
57276,II,Round 2,W,4518
57277,R17,Losers are ranked 17th,L,4518
57278,III,Round 3,W,4518
57279,R13,Losers are ranked 13th,L,4518
57280,R9,Losers are ranked 9th,L,4518
57281,IV,Round 4,W,4518
57282,R7,Losers are ranked 7th,L,4518
57283,R5,Losers are ranked 5th,L,4518
57284,SF,Semifinals,S,4518
57285,F3,Final 3rd Place,F,4518
57286,F1,Final 1st Place,F,4518
57341,PA,Pool A,A,4533
57342,PB,Pool B,B,4533
57343,PC,Pool C,C,4533
57344,PD,Pool D,D,4533
57345,SF,Semifinals,S,4533
57346,F3,Final 3rd Place,F,4533
57347,F1,Final 1st Place,F,4533
57372,USA,Country quota for USA,,4414
57373,BRA,Country quota for BRA,,4410
57381,PA,Pool A,A,4519
57382,PB,Pool B,B,4519
57383,LSF,Loser Semifinals,L,4519
57384,SF,Semifinals,S,4519
57385,F7,Final 7th Place,F,4519
57386,F5,Final 5th Place,F,4519
57387,F3,Final 3rd Place,F,4519
57388,F1,Final 1st Place,F,4519
57396,I,Round 1,W,4539
57397,II,Round 2,W,4539
57398,R7,Loser are ranked 7th,L,4539
57399,R5,Loser are ranked 5th,L,4539
57400,SF,Semifinals,W,4539
57401,F3,Final 3rd Place,F,4539
57402,F1,Final 1st Place,F,4539
57403,I,Round 1,W,4538
57404,II,Round 2,W,4538
57405,R13,Loser are ranked 13th,L,4538
57406,R9,Loser are ranked 9th,L,4538
57407,III,Round 3,W,4538
57408,R7,Loser are ranked 7th,L,4538
57409,R5,Loser are ranked 5th,L,4538
57410,SF,Semifinals,W,4538
57411,F3,Final 3rd Place,F,4538
57412,F1,Final 1st Place,F,4538
57422,I,Round 1,W,4542
57423,II,Round 2,W,4542
57424,III,Round 3,W,4542
57425,I,Round 1,W,4543
57426,II,Round 2,W,4543
57427,PA,Pool A,A,4532
57428,PB,Pool B,B,4532
57429,PC,Pool C,C,4532
57430,PD,Pool D,D,4532
57431,SF,Semifinals,S,4532
57432,F3,Final 3rd Place,F,4532
57433,F1,Final 1st Place,F,4532
57449,PA,Pool A,A,4543
57450,PB,Pool B,B,4543
57451,SF,Semifinals,S,4543
57452,F3,Final 3rd Place,F,4543
57453,F1,Final 1st Place,F,4543
57454,PA,Pool A,A,4542
57455,PB,Pool B,B,4542
57456,SF,Semifinals,S,4542
57457,F3,Final 3rd Place,F,4542
57458,F1,Final 1st Place,F,4542
57479,PA,Pool A,A,4338
57480,PB,Pool B,B,4338
57481,C1,Classification 7-10,L,4338
57482,C2,Classification 5-6,L,4338
57483,SF,Semifinals,S,4338
57484,F9,Final 9th Place,F,4338
57485,F7,Final 7th Place,F,4338
57486,F5,Final 5th Place,F,4338
57487,F3,Final 3rd Place,F,4338
57488,F1,Final 1st Place,F,4338
57495,I,Round 1,W,4410
57496,II,Round 2,W,4410
57497,PA,Pool A,A,4337
57498,PB,Pool B,B,4337
57499,C1,Classification 7-10,L,4337
57500,C2,Classification 5-6,L,4337
57501,SF,Semifinals,S,4337
57502,F9,Final 9th Place,F,4337
57503,F7,Final 7th Place,F,4337
57504,F5,Final 5th Place,F,4337
57505,F3,Final 3rd Place,F,4337
57506,F1,Final 1st Place,F,4337
57507,PA,Pool A,A,4502
57508,PB,Pool B,B,4502
57509,PC,Pool C,C,4502
57510,PD,Pool D,D,4502
57511,QF,Quarterfinals,W,4502
57512,SF,Semifinals,S,4502
57513,F3,Final 3rd Place,F,4502
57514,F1,Final 1st Place,F,4502
57515,I,Round 1,W,4414
57516,II,Round 2,W,4414
57517,PA,Pool A,A,4410
57518,PB,Pool B,B,4410
57519,PC,Pool C,C,4410
57520,PD,Pool D,D,4410
57521,PE,Pool E,E,4410
57522,PF,Pool F,F,4410
57523,PG,Pool G,G,4410
57524,PH,Pool H,H,4410
57525,I,Round 1,W,4410
57526,II,Round 2,W,4410
57527,III,Round 3,W,4410
57528,SF,Semifinals,S,4410
57529,F3,Final 3rd Place,F,4410
57530,F1,Final 1st Place,F,4410
57531,PA,Pool A,A,4414
57532,PB,Pool B,B,4414
57533,PC,Pool C,C,4414
57534,PD,Pool D,D,4414
57535,PE,Pool E,E,4414
57536,PF,Pool F,F,4414
57537,PG,Pool G,G,4414
57538,PH,Pool H,H,4414
57539,I,Round 1,W,4414
57540,II,Round 2,W,4414
57541,III,Round 3,W,4414
57542,SF,Semifinals,S,4414
57543,F3,Final 3rd Place,F,4414
57544,F1,Final 1st Place,F,4414
57564,PA,Pool A,A,4535
57565,SF,Semifinals,S,4535
57566,F5,Final 5th Place,F,4535
57567,F3,Final 3rd Place,F,4535
57568,F1,Final 1st Place,F,4535
57575,PA,Pool A,A,4534
57576,PB,Pool B,B,4534
57577,R16,Round of 16,1,4534
57578,QF,Quarterfinals,Q,4534
57579,SF,Semifinals,S,4534
57580,F5,Final 5th Place,F,4534
57581,F3,Final 3rd Place,F,4534
57582,I,Round 1,W,4547
57583,II,Round 2,W,4547
57584,R7,Loser are ranked 7th,L,4547
57585,R5,Loser are ranked 5th,L,4547
57586,SF,Semifinals,W,4547
57587,F3,Final 3rd Place,F,4547
57588,F1,Final 1st Place,F,4547
57602,PA,Pool A,A,4549
57603,PB,Pool B,B,4549
57604,QF,QF,W,4549
57605,SF,Semifinals,S,4549
57606,F3,Final 3rd Place,F,4549
57607,F1,Final 1st Place,F,4549
57608,I,Round 1,W,4486
57609,II,Round 2,W,4486
57617,I,Round 1,W,4487
57618,II,Round 2,W,4487
57619,R9,Loser are ranked 9th,L,4487
57620,III,Round 3,W,4487
57621,R7,Loser are ranked 7th,L,4487
57622,R5,Loser are ranked 5th,L,4487
57623,SF,Semifinals,W,4487
57624,F3,Final 3rd Place,F,4487
57625,F1,Final 1st Place,F,4487
57626,I,Round 1,W,4486
57627,II,Round 2,W,4486
57628,R13,Loser are ranked 13th,L,4486
57629,R9,Loser are ranked 9th,L,4486
57630,III,Round 3,W,4486
57631,R7,Loser are ranked 7th,L,4486
57632,R5,Loser are ranked 5th,L,4486
57633,SF,Semifinals,W,4486
57634,F3,Final 3rd Place,F,4486
57635,F1,Final 1st Place,F,4486
57636,F1,Final 1st Place,F,4534
57637,PA,Pool A,A,4503
57638,PB,Pool B,B,4503
57639,PC,Pool C,C,4503
57640,PD,Pool D,D,4503
57641,QF,Quarterfinals,W,4503
57642,SF,Semifinals,S,4503
57643,F3,Final 3rd Place,F,4503
57644,F1,Final 1st Place,F,4503
57664,I,Round 1,W,4411
57665,II,Round 2,W,4411
57666,PA,Pool A,A,4540
57667,PB,Pool B,B,4540
57668,SF,Semifinals,S,4540
57669,F3,Final 3rd Place,F,4540
57670,F1,Final 1st Place,F,4540
57671,PA,Pool A,A,4541
57672,F1,Final 1st Place,F,4541
57687,PA,Pool A,A,4411
57688,PB,Pool B,B,4411
57689,PC,Pool C,C,4411
57690,PD,Pool D,D,4411
57691,PE,Pool E,E,4411
57692,PF,Pool F,F,4411
57693,PG,Pool G,G,4411
57694,PH,Pool H,H,4411
57695,I,Round 1,W,4411
57696,II,Round 2,W,4411
57697,III,Round 3,W,4411
57698,SF,Semifinals,S,4411
57699,F3,Final 3rd Place,F,4411
57700,F1,Final 1st Place,F,4411
57701,PA,Pool A,A,4560
57702,PB,Pool B,B,4560
57703,I,Round 1,I,4560
57704,SF,Semifinals,S,4560
57705,F3,Final 3rd Place,F,4560
57706,F1,Final 1st Place,F,4560
57707,PA,Pool A,A,4561
57708,PB,Pool B,B,4561
57709,I,Round 1,I,4561
57710,SF,Semifinals,S,4561
57711,F3,Final 3rd Place,F,4561
57712,F1,Final 1st Place,F,4561
57713,I,Round 1,W,4536
57714,II,Round 2,W,4536
57715,R7,Loser are ranked 7th,L,4536
57716,R5,Loser are ranked 5th,L,4536
57717,SF,Semifinals,W,4536
57718,F3,Final 3rd Place,F,4536
57719,F1,Final 1st Place,F,4536
57720,I,Round 1,W,4537
57721,II,Round 2,W,4537
57722,R7,Loser are ranked 7th,L,4537
57723,R5,Loser are ranked 5th,L,4537
57724,SF,Semifinals,W,4537
57725,F3,Final 3rd Place,F,4537
57726,F1,Final 1st Place,F,4537
57753,PA,Pool A,A,4492
57754,PB,Pool B,B,4492
57755,PC,Pool C,C,4492
57756,PD,Pool D,D,4492
57757,PE,Pool E,E,4492
57758,PF,Pool F,F,4492
57759,PG,Pool G,G,4492
57760,PH,Pool H,H,4492
57761,I,Round of 16,W,4492
57762,II,Quarterfinals,W,4492
57763,SF,Semifinals,S,4492
57764,F3,Final 3rd Place,F,4492
57765,F1,Final 1st Place,F,4492
57766,PA,Pool A,A,4493
57767,PB,Pool B,B,4493
57768,PC,Pool C,C,4493
57769,PD,Pool D,D,4493
57770,PE,Pool E,E,4493
57771,PF,Pool F,F,4493
57772,PG,Pool G,G,4493
57773,PH,Pool H,H,4493
57774,I,Round of 16,W,4493
57775,II,Quarterfinals,W,4493
57776,SF,Semifinals,S,4493
57777,F3,Final 3rd Place,F,4493
57778,F1,Final 1st Place,F,4493
57779,I,Round 1,W,4489
57780,II,Round 2,W,4489
57781,R9,Loser are ranked 9th,L,4489
57782,III,Round 3,W,4489
57783,R7,Loser are ranked 7th,L,4489
57784,R5,Loser are ranked 5th,L,4489
57785,SF,Semifinals,W,4489
57786,F3,Final 3rd Place,F,4489
57787,F1,Final 1st Place,F,4489
57788,I,Round 1,W,4488
57789,II,Round 2,W,4488
57790,R17,Losers are ranked 17th,L,4488
57791,III,Round 3,W,4488
57792,R13,Losers are ranked 13th,L,4488
57793,R9,Losers are ranked 9th,L,4488
57794,IV,Round 4,W,4488
57795,R7,Losers are ranked 7th,L,4488
57796,R5,Losers are ranked 5th,L,4488
57797,SF,Semifinals,S,4488
57798,F3,Final 3rd Place,F,4488
57799,F1,Final 1st Place,F,4488
57800,PA,Pool A,A,4505
57801,PB,Pool B,B,4505
57802,PC,Pool C,C,4505
57803,PD,Pool D,D,4505
57804,QF,Quarterfinals,W,4505
57805,SF,Semifinals,S,4505
57806,F3,Final 3rd Place,F,4505
57807,F1,Final 1st Place,F,4505
57808,PA,Pool A,A,4504
57809,PB,Pool B,B,4504
57810,PC,Pool C,C,4504
57811,PD,Pool D,D,4504
57812,QF,Quarterfinals,W,4504
57813,SF,Semifinals,S,4504
57814,F3,Final 3rd Place,F,4504
57815,F1,Final 1st Place,F,4504
57820,I,Round 1,W,4412
57821,II,Round 2,W,4412
57822,PA,Pool A,A,4412
57823,PB,Pool B,B,4412
57824,PC,Pool C,C,4412
57825,PD,Pool D,D,4412
57826,R12,Round of 12,W,4412
57827,QF,Quarterfinals,W,4412
57828,SF,Semifinals,S,4412
57829,F3,Final 3rd Place,F,4412
57830,F1,Final 1st Place,F,4412
57845,PA,Pool A,A,4552
57846,PB,Pool B,B,4552
57847,PC,Pool C,C,4552
57848,PD,Pool D,D,4552
57849,QF,Quarterfinals,W,4552
57850,C9-12,Classification 5-12,L,4552
57851,LQF,Loser Quarterfinals,L,4552
57852,SF,Semifinals,S,4552
57853,LSF,Loser Semifinals,L,4552
57854,F11,Final 11th Place,F,4552
57855,F9,Final 9th Place,F,4552
57856,F7,Final 7th Place,F,4552
57857,F5,Final 5th Place,F,4552
57858,F3,Final 3rd Place,F,4552
57859,F1,Final 1st Place,F,4552
57860,PA,Pool A,A,4551
57861,PB,Pool B,B,4551
57862,PC,Pool C,C,4551
57863,PD,Pool D,D,4551
57864,QF,Quarterfinals,W,4551
57865,C9-12,Classification 5-12,L,4551
57866,LQF,Loser Quarterfinals,L,4551
57867,SF,Semifinals,S,4551
57868,LSF,Loser Semifinals,L,4551
57869,F11,Final 11th Place,F,4551
57870,F9,Final 9th Place,F,4551
57871,F7,Final 7th Place,F,4551
57872,F5,Final 5th Place,F,4551
57873,F3,Final 3rd Place,F,4551
57874,F1,Final 1st Place,F,4551
57930,PA,Pool A,A,4553
57931,PB,Pool B,B,4553
57932,PC,Pool C,C,4553
57933,QF,Quarterfinals,W,4553
57934,SF,Semifinals,S,4553
57935,F3,Final 3rd Place,F,4553
57936,F1,Final 1st Place,F,4553
57937,PA,Pool A,A,4554
57938,PB,Pool B,B,4554
57939,PC,Pool C,C,4554
57940,QF,Quarterfinals,W,4554
57941,SF,Semifinals,S,4554
57942,F3,Final 3rd Place,F,4554
57943,F1,Final 1st Place,F,4554
57967,I,Round 1,W,4413
57968,II,Round 2,W,4413
57969,PA,Pool A,A,4413
57970,PB,Pool B,B,4413
57971,PC,Pool C,C,4413
57972,PD,Pool D,D,4413
57973,R12,Round of 12,W,4413
57974,QF,Quarterfinals,W,4413
57975,SF,Semifinals,S,4413
57976,F3,Final 3rd Place,F,4413
57977,F1,Final 1st Place,F,4413
57978,I,Round 1,W,4491
57979,II,Round 2,W,4491
57980,R9,Loser are ranked 9th,L,4491
57981,III,Round 3,W,4491
57982,R7,Loser are ranked 7th,L,4491
57983,R5,Loser are ranked 5th,L,4491
57984,SF,Semifinals,W,4491
57985,F3,Final 3rd Place,F,4491
57986,F1,Final 1st Place,F,4491
57987,I,Round 1,W,4490
57988,II,Round 2,W,4490
57989,R17,Losers are ranked 17th,L,4490
57990,III,Round 3,W,4490
57991,R13,Losers are ranked 13th,L,4490
57992,R9,Losers are ranked 9th,L,4490
57993,IV,Round 4,W,4490
57994,R7,Losers are ranked 7th,L,4490
57995,R5,Losers are ranked 5th,L,4490
57996,SF,Semifinals,S,4490
57997,F3,Final 3rd Place,F,4490
57998,F1,Final 1st Place,F,4490
58023,PA,Pool A,A,4059
58024,PB,Pool B,B,4059
58025,C1,Classification 7-10,L,4059
58026,C2,Classification 5-6,L,4059
58027,SF,Semifinals,S,4059
58028,F9,Final 9th Place,F,4059
58029,F7,Final 7th Place,F,4059
58030,F5,Final 5th Place,F,4059
58031,F3,Final 3rd Place,F,4059
58032,F1,Final 1st Place,F,4059
58033,PA,Pool A,A,4060
58034,PB,Pool B,B,4060
58035,C1,Classification 7-10,L,4060
58036,C2,Classification 5-6,L,4060
58037,SF,Semifinals,S,4060
58038,F9,Final 9th Place,F,4060
58039,F7,Final 7th Place,F,4060
58040,F5,Final 5th Place,F,4060
58041,F3,Final 3rd Place,F,4060
58042,F1,Final 1st Place,F,4060
58043,PA,Pool A,A,4263
58044,PB,Pool B,B,4263
58045,C1,Classification 7-10,L,4263
58046,C2,Classification 5-6,L,4263
58047,SF,Semifinals,S,4263
58048,F9,Final 9th Place,F,4263
58049,F7,Final 7th Place,F,4263
58050,F5,Final 5th Place,F,4263
58051,F3,Final 3rd Place,F,4263
58052,F1,Final 1st Place,F,4263
58053,PA,Pool A,A,4264
58054,PB,Pool B,B,4264
58055,C1,Classification 7-10,L,4264
58056,C2,Classification 5-6,L,4264
58057,SF,Semifinals,S,4264
58058,F9,Final 9th Place,F,4264
58059,F7,Final 7th Place,F,4264
58060,F5,Final 5th Place,F,4264
58061,F3,Final 3rd Place,F,4264
58062,F1,Final 1st Place,F,4264
58076,PA,Pool A,A,4523
58077,PB,Pool B,B,4523
58078,PC,Pool C,C,4523
58079,PD,Pool D,D,4523
58080,QF,Quarterfinals,W,4523
58081,SF,Semifinals,S,4523
58082,F3,Final 3rd Place,F,4523
58083,F1,Final 1st Place,F,4523
58120,PA,Pool A,A,4522
58121,PB,Pool B,B,4522
58122,PC,Pool C,C,4522
58123,PD,Pool D,D,4522
58124,PE,Pool E,E,4522
58125,PF,Pool F,F,4522
58126,PG,Pool G,G,4522
58127,PH,Pool H,H,4522
58128,R16,Round of 16,W,4522
58129,QF,Quarterfinals,W,4522
58130,SF,Semifinals,S,4522
58131,F3,Final 3rd Place,F,4522
58132,F1,Final 1st Place,F,4522
58143,PA,Pool A,A,4570
58144,PB,Pool B,B,4570
58145,C1,Classification 7-10,L,4570
58146,C2,Classification 5-6,L,4570
58147,SF,Semifinals,S,4570
58148,F9,Final 9th Place,F,4570
58149,F7,Final 7th Place,F,4570
58150,F5,Final 5th Place,F,4570
58151,F3,Final 3rd Place,F,4570
58152,F1,Final 1st Place,F,4570
58189,I,Round 1,W,4548
58194,PA,Pool A,A,4548
58195,PB,Pool B,B,4548
58196,PC,Pool C,C,4548
58197,PD,Pool D,D,4548
58198,R12,Round of 12,W,4548
58199,QF,Quarterfinals,W,4548
58200,SF,Semifinals,S,4548
58201,F3,Final 3rd Place,F,4548
58202,F1,Final 1st Place,F,4548
58203,I,Round 1,W,4615
58204,II,Round 2,W,4615
58205,R13,Loser are ranked 13th,L,4615
58206,R9,Loser are ranked 9th,L,4615
58207,III,Round 3,W,4615
58208,R7,Loser are ranked 7th,L,4615
58209,R5,Loser are ranked 5th,L,4615
58210,SF,Semifinals,W,4615
58211,F3,Final 3rd Place,F,4615
58212,F1,Final 1st Place,F,4615
58213,I,Round 1,W,4616
58214,II,Round 2,W,4616
58215,R13,Loser are ranked 13th,L,4616
58216,R9,Loser are ranked 9th,L,4616
58217,III,Round 3,W,4616
58218,R7,Loser are ranked 7th,L,4616
58219,R5,Loser are ranked 5th,L,4616
58220,SF,Semifinals,W,4616
58221,F3,Final 3rd Place,F,4616
58222,F1,Final 1st Place,F,4616
58231,I,Round 1,W,4599
58232,II,Round 2,W,4599
58233,R7,Loser are ranked 7th,L,4599
58234,R5,Loser are ranked 5th,L,4599
58235,SF,Semifinals,W,4599
58236,F3,Final 3rd Place,F,4599
58237,F1,Final 1st Place,F,4599
58239,I,Round 1,W,4600
58240,II,Round 2,W,4600
58241,R7,Loser are ranked 7th,L,4600
58242,R5,Loser are ranked 5th,L,4600
58243,SF,Semifinals,W,4600
58244,F3,Final 3rd Place,F,4600
58245,F1,Final 1st Place,F,4600
58246,I,Round 1,W,4600
58247,I,Round 1,W,4599
58248,PA,Pool A,A,4625
58249,PB,Pool B,B,4625
58250,I,Round 1,I,4625
